state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.0693620178041543,12.466666666666667,214,0.05825545171339564
state_1,0.1541172106824926,27.7,111,0.24954954954954955
state_2,0.04080118694362018,7.333333333333333,6,1.222222222222222
state_3,0.06509643916913947,11.7,23,0.508695652173913
state_4,0.19788575667655786,35.56666666666667,97,0.36666666666666664
state_5,0.05879080118694362,10.566666666666666,32,0.3302083333333333
state_6,0.0810459940652819,14.566666666666666,28,0.5202380952380953
state_7,0.07084569732937686,12.733333333333333,22,0.5787878787878787
state_8,0.08809347181008902,15.833333333333334,122,0.12978142076502733
state_9,0.08846439169139465,15.9,10,1.59
state_10,0.04617952522255193,8.3,44,0.18863636363636363
state_11,0.039317507418397624,7.066666666666666,57,0.1239766081871345
