,State_0,State_1,State_2,State_3
State_0,0.9592326139088729,0.026378896882494004,0.011990407673860911,0.002398081534772182
State_1,0.004626951995373048,0.8345864661654135,0.12261422787738577,0.038172353961827644
State_2,0.0043859649122807015,0.23464912280701755,0.7521929824561403,0.008771929824561403
State_3,0.001541782300339192,0.018501387604070305,0.003083564600678384,0.9768732654949122
