,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
State_0,0.539568345323741,0.1366906474820144,0.0,0.0,0.007194244604316547,0.02877697841726619,0.09352517985611511,0.11510791366906475,0.0,0.06474820143884892,0.014388489208633094
State_1,0.0463768115942029,0.7594202898550725,0.011594202898550725,0.005797101449275362,0.0,0.0,0.0,0.1391304347826087,0.0,0.028985507246376812,0.008695652173913044
State_2,0.0006756756756756757,0.0013513513513513514,0.9540540540540541,0.002702702702702703,0.0,0.0,0.0,0.01756756756756757,0.008783783783783784,0.0,0.014864864864864866
State_3,0.0,0.01238390092879257,0.018575851393188854,0.8606811145510835,0.015479876160990712,0.01238390092879257,0.0,0.04953560371517028,0.0,0.009287925696594427,0.021671826625386997
State_4,0.0015082956259426848,0.0,0.0,0.007541478129713424,0.947209653092006,0.01809954751131222,0.0,0.021116138763197588,0.0,0.004524886877828055,0.0
State_5,0.003281378178835111,0.0,0.0,0.0008203445447087777,0.011484823625922888,0.963084495488105,0.0,0.018867924528301886,0.0,0.0,0.002461033634126333
State_6,0.039634146341463415,0.0,0.0,0.0,0.0,0.0,0.9603658536585366,0.0,0.0,0.0,0.0
State_7,0.04310344827586207,0.14942528735632185,0.06609195402298851,0.05747126436781609,0.028735632183908046,0.06896551724137931,0.0,0.4396551724137931,0.0,0.05172413793103448,0.09482758620689655
State_8,0.0,0.0,0.045774647887323945,0.0,0.0035211267605633804,0.0,0.0,0.0,0.9471830985915493,0.0,0.0035211267605633804
State_9,0.01932367149758454,0.00966183574879227,0.0,0.00322061191626409,0.004830917874396135,0.0,0.0,0.0322061191626409,0.0,0.9307568438003221,0.0
State_10,0.003629764065335753,0.0,0.041742286751361164,0.019963702359346643,0.0018148820326678765,0.0018148820326678765,0.0,0.056261343012704176,0.003629764065335753,0.0,0.8711433756805808
