,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
State_0,0.9197952218430034,0.010238907849829351,0.008532423208191127,0.0017064846416382253,0.010238907849829351,0.011945392491467578,0.013651877133105802,0.01877133105802048,0.0034129692832764505,0.0,0.0017064846416382253
State_1,0.0052677787532923615,0.9192273924495171,0.010535557506584723,0.000877963125548727,0.004389815627743635,0.001755926251097454,0.016681299385425813,0.0,0.041264266900790166,0.0,0.0
State_2,0.005035246727089627,0.011077542799597181,0.9718026183282981,0.0,0.0030211480362537764,0.002014098690835851,0.0,0.0010070493454179255,0.006042296072507553,0.0,0.0
State_3,0.002173913043478261,0.002173913043478261,0.0,0.8695652173913043,0.01956521739130435,0.0,0.09565217391304348,0.0,0.002173913043478261,0.008695652173913044,0.0
State_4,0.014732965009208104,0.007366482504604052,0.0055248618784530384,0.01841620626151013,0.6795580110497238,0.011049723756906077,0.21915285451197053,0.0,0.02394106813996317,0.001841620626151013,0.01841620626151013
State_5,0.034482758620689655,0.011494252873563218,0.0,0.017241379310344827,0.040229885057471264,0.735632183908046,0.08045977011494253,0.040229885057471264,0.005747126436781609,0.034482758620689655,0.0
State_6,0.008928571428571428,0.025297619047619048,0.002976190476190476,0.05952380952380952,0.19047619047619047,0.019345238095238096,0.6264880952380952,0.002976190476190476,0.05803571428571429,0.005952380952380952,0.0
State_7,0.04048582995951417,0.0,0.004048582995951417,0.0,0.0,0.03643724696356275,0.008097165991902834,0.9109311740890689,0.0,0.0,0.0
State_8,0.0037593984962406013,0.047932330827067667,0.004699248120300752,0.0018796992481203006,0.006578947368421052,0.0009398496240601503,0.03665413533834586,0.0,0.8966165413533834,0.0,0.0009398496240601503
State_9,0.0,0.0,0.0,0.021897810218978103,0.0,0.043795620437956206,0.029197080291970802,0.0072992700729927005,0.0,0.8978102189781022,0.0
State_10,0.0034965034965034965,0.0,0.0,0.0,0.027972027972027972,0.0,0.006993006993006993,0.0,0.0034965034965034965,0.0,0.958041958041958
