state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.09298635353855919,19.533333333333335,47,0.4156028368794326
state_1,0.18073627419866709,37.96666666666667,92,0.4126811594202898
state_2,0.15756902570612505,33.1,28,1.1821428571428572
state_3,0.072992700729927,15.333333333333334,60,0.2555555555555556
state_4,0.08616312281815297,18.1,174,0.10402298850574712
state_5,0.027610282450015868,5.8,46,0.12608695652173912
state_6,0.10663281497937163,22.4,251,0.08924302788844621
state_7,0.03919390669628689,8.233333333333333,22,0.3742424242424242
state_8,0.16883529038400508,35.46666666666667,110,0.3224242424242424
state_9,0.021897810218978103,4.6,15,0.30666666666666664
state_10,0.04538241827991114,9.533333333333333,12,0.7944444444444444
