,State_0,State_1,State_2,State_3,State_4,State_5
State_0,0.9885350318471338,0.003397027600849257,0.0012738853503184713,0.005095541401273885,0.0,0.0016985138004246285
State_1,0.003131524008350731,0.9895615866388309,0.0,0.0020876826722338203,0.0,0.005219206680584551
State_2,0.006688963210702341,0.0,0.9581939799331104,0.0016722408026755853,0.0016722408026755853,0.03177257525083612
State_3,0.030634573304157548,0.002188183807439825,0.00437636761487965,0.9343544857768052,0.0,0.028446389496717725
State_4,0.0,0.0,0.011764705882352941,0.0,0.9882352941176471,0.0
State_5,0.002244668911335578,0.012345679012345678,0.02132435465768799,0.015712682379349047,0.0,0.9483726150392817
