,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.8297619047619048,0.016666666666666666,0.023809523809523808,0.02023809523809524,0.02142857142857143,0.0035714285714285713,0.07976190476190476,0.0035714285714285713,0.0011904761904761906,0.0,0.0,0.0
State_1,0.02040816326530612,0.760932944606414,0.03644314868804665,0.01020408163265306,0.09912536443148688,0.03206997084548105,0.01020408163265306,0.0,0.0,0.01020408163265306,0.014577259475218658,0.0058309037900874635
State_2,0.014492753623188406,0.016018306636155607,0.820747520976354,0.0038138825324180014,0.09534706331045004,0.032036613272311214,0.010678871090770405,0.005339435545385202,0.0,0.0015255530129672007,0.0,0.0
State_3,0.037037037037037035,0.015250544662309368,0.010893246187363835,0.8845315904139434,0.015250544662309368,0.0,0.02832244008714597,0.002178649237472767,0.004357298474945534,0.002178649237472767,0.0,0.0
State_4,0.0201765447667087,0.08827238335435057,0.14627994955863807,0.01008827238335435,0.6923076923076923,0.03656998738965952,0.0,0.0,0.0,0.0025220680958385876,0.0012610340479192938,0.0025220680958385876
State_5,0.005988023952095809,0.025449101796407185,0.07035928143712575,0.0,0.03592814371257485,0.8323353293413174,0.0029940119760479044,0.0,0.0,0.010479041916167664,0.008982035928143712,0.0074850299401197605
State_6,0.07303974221267455,0.008592910848549946,0.01288936627282492,0.01288936627282492,0.0,0.0010741138560687433,0.882921589688507,0.0010741138560687433,0.0,0.007518796992481203,0.0,0.0
State_7,0.008928571428571428,0.0,0.01488095238095238,0.005952380952380952,0.0,0.002976190476190476,0.002976190476190476,0.9642857142857143,0.0,0.0,0.0,0.0
State_8,0.0,0.017543859649122806,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.8947368421052632,0.017543859649122806,0.03508771929824561,0.0
State_9,0.01,0.11,0.05,0.0,0.01,0.03,0.05,0.0,0.02,0.69,0.03,0.0
State_10,0.0,0.12941176470588237,0.0,0.0,0.0,0.07058823529411765,0.0,0.0,0.011764705882352941,0.047058823529411764,0.7411764705882353,0.0
State_11,0.0,0.14285714285714285,0.0,0.0,0.02857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.6857142857142857
