state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.13329101872421453,28.0,143,0.1958041958041958
state_1,0.10901301174230403,22.9,165,0.1387878787878788
state_2,0.20802919708029197,43.7,235,0.18595744680851065
state_3,0.07283402094573152,15.3,53,0.28867924528301886
state_4,0.12583306886702633,26.433333333333334,244,0.10833333333333334
state_5,0.10599809584258965,22.266666666666666,112,0.19880952380952382
state_6,0.14773087908600444,31.033333333333335,109,0.28470948012232417
state_7,0.053316407489685816,11.2,12,0.9333333333333333
state_8,0.00904474769914313,1.9,6,0.31666666666666665
state_9,0.015867978419549348,3.3333333333333335,31,0.1075268817204301
state_10,0.013487781656616947,2.8333333333333335,22,0.12878787878787878
state_11,0.0055537924468422725,1.1666666666666667,11,0.10606060606060605
