stem,state,start_frame,end_frame,start_sec,end_sec,duration_sec,context,animal_id,day,experiment
20241113_Box_1_CFC_Day_0_(Context_A)_9001,9,0,5758,0.0,191.93,191.97,A,9001,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9001,5,5759,5799,191.97,193.3,1.37,A,9001,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9001,9,5800,6055,193.33,201.83,8.53,A,9001,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9001,5,6056,6075,201.87,202.5,0.67,A,9001,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9001,9,6076,6289,202.53,209.63,7.13,A,9001,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9001,-1,6290,6301,209.67,210.03,0.4,A,9001,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9003,9,0,6300,0.0,210.0,210.03,A,9003,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9005,9,0,5522,0.0,184.07,184.1,A,9005,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9005,-1,5523,5534,184.1,184.47,0.4,A,9005,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9005,9,5535,6300,184.5,210.0,25.53,A,9005,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,9,0,3294,0.0,109.8,109.83,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,-1,3295,3448,109.83,114.93,5.13,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,9,3449,3955,114.97,131.83,16.9,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,-1,3956,3982,131.87,132.73,0.9,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,9,3983,4655,132.77,155.17,22.43,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,-1,4656,4676,155.2,155.87,0.7,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,9,4677,6179,155.9,205.97,50.1,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,-1,6180,6232,206.0,207.73,1.77,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,9,6233,6279,207.77,209.3,1.57,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9007,-1,6280,6300,209.33,210.0,0.7,A,9007,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9009,9,0,1446,0.0,48.2,48.23,A,9009,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9009,9,1452,5383,48.4,179.43,131.07,A,9009,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9009,-1,5384,5399,179.47,179.97,0.53,A,9009,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9009,9,5400,6300,180.0,210.0,30.03,A,9009,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,9,0,1264,0.0,42.13,42.17,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,-1,1265,1288,42.17,42.93,0.8,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,9,1289,5184,42.97,172.8,129.87,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,-1,5185,5210,172.83,173.67,0.87,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,9,5211,5864,173.7,195.47,21.8,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,-1,5865,6055,195.5,201.83,6.37,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,9,6056,6087,201.87,202.9,1.07,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,-1,6088,6108,202.93,203.6,0.7,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9011,9,6109,6301,203.63,210.03,6.43,A,9011,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9013,9,0,6300,0.0,210.0,210.03,A,9013,0,CFC
20241113_Box_1_CFC_Day_0_(Context_A)_9015,9,0,6300,0.0,210.0,210.03,A,9015,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9002,9,0,1591,0.0,53.03,53.07,A,9002,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9002,-1,1592,1599,53.07,53.3,0.27,A,9002,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9002,9,1600,3058,53.33,101.93,48.63,A,9002,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9002,9,3063,3724,102.1,124.13,22.07,A,9002,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9002,-1,3725,3740,124.17,124.67,0.53,A,9002,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9002,9,3741,5535,124.7,184.5,59.83,A,9002,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9002,-1,5536,5543,184.53,184.77,0.27,A,9002,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9002,9,5544,6300,184.8,210.0,25.23,A,9002,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9004,9,0,905,0.0,30.17,30.2,A,9004,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9004,-1,906,913,30.2,30.43,0.27,A,9004,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9004,9,914,2576,30.47,85.87,55.43,A,9004,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9004,-1,2577,2582,85.9,86.07,0.2,A,9004,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9004,9,2583,5205,86.1,173.5,87.43,A,9004,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9004,-1,5206,5216,173.53,173.87,0.37,A,9004,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9004,9,5217,6301,173.9,210.03,36.17,A,9004,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,9,0,416,0.0,13.87,13.9,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,-1,417,427,13.9,14.23,0.37,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,9,428,873,14.27,29.1,14.87,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,-1,874,914,29.13,30.47,1.37,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,9,915,3294,30.5,109.8,79.33,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,-1,3295,3306,109.83,110.2,0.4,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,9,3307,5504,110.23,183.47,73.27,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,7,5505,5527,183.5,184.23,0.77,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,9,5528,5634,184.27,187.8,3.57,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,7,5635,5708,187.83,190.27,2.47,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9006,9,5709,6301,190.3,210.03,19.77,A,9006,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,9,0,2233,0.0,74.43,74.47,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,-1,2234,2261,74.47,75.37,0.93,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,9,2262,2351,75.4,78.37,3.0,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,-1,2352,2365,78.4,78.83,0.47,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,9,2366,2480,78.87,82.67,3.83,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,-1,2481,2488,82.7,82.93,0.27,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,9,2489,4762,82.97,158.73,75.8,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,-1,4763,4769,158.77,158.97,0.23,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,9,4770,5394,159.0,179.8,20.83,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,-1,5395,5402,179.83,180.07,0.27,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,9,5403,6059,180.1,201.97,21.9,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9008,-1,6060,6301,202.0,210.03,8.07,A,9008,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9010,9,0,5521,0.0,184.03,184.07,A,9010,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9010,-1,5522,5701,184.07,190.03,6.0,A,9010,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9010,9,5702,5718,190.07,190.6,0.57,A,9010,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9010,-1,5719,5759,190.63,191.97,1.37,A,9010,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9010,9,5760,5784,192.0,192.8,0.83,A,9010,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9010,-1,5785,6301,192.83,210.03,17.23,A,9010,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9012,9,0,3191,0.0,106.37,106.4,A,9012,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9012,-1,3201,3206,106.7,106.87,0.2,A,9012,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9012,9,3213,6300,107.1,210.0,102.93,A,9012,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,9,0,1962,0.0,65.4,65.43,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,-1,1963,1969,65.43,65.63,0.23,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,9,1970,3341,65.67,111.37,45.73,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,-1,3342,3389,111.4,112.97,1.6,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,9,3390,3437,113.0,114.57,1.6,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,-1,3438,3750,114.6,125.0,10.43,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,9,3751,3954,125.03,131.8,6.8,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,-1,3955,3973,131.83,132.43,0.63,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9014,9,3974,6301,132.47,210.03,77.6,A,9014,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9016,9,0,3602,0.0,120.07,120.1,A,9016,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9016,-1,3603,3611,120.1,120.37,0.3,A,9016,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9016,9,3612,3742,120.4,124.73,4.37,A,9016,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9016,-1,3743,3748,124.77,124.93,0.2,A,9016,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9016,9,3749,5844,124.97,194.8,69.87,A,9016,0,CFC
20241113_Box_2_CFC_Day_0_(Context_A)_9016,9,5848,6301,194.93,210.03,15.13,A,9016,0,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,0,277,0.0,9.23,9.27,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,278,319,9.27,10.63,1.4,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,320,522,10.67,17.4,6.77,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,523,593,17.43,19.77,2.37,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,594,868,19.8,28.93,9.17,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,869,1206,28.97,40.2,11.27,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,1207,1397,40.23,46.57,6.37,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,1398,1528,46.6,50.93,4.37,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,1529,1558,50.97,51.93,1.0,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,1559,1636,51.97,54.53,2.6,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,1637,1728,54.57,57.6,3.07,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,1729,1933,57.63,64.43,6.83,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,1934,2077,64.47,69.23,4.8,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,2078,2439,69.27,81.3,12.07,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,2440,2502,81.33,83.4,2.1,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,2503,2648,83.43,88.27,4.87,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,2649,2705,88.3,90.17,1.9,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,2706,2950,90.2,98.33,8.17,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,2951,3333,98.37,111.1,12.77,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,3334,3363,111.13,112.1,1.0,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,3364,3437,112.13,114.57,2.47,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,3438,3493,114.6,116.43,1.87,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,3494,3563,116.47,118.77,2.33,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,3564,3573,118.8,119.1,0.33,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,3574,3605,119.13,120.17,1.07,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,3606,3629,120.2,120.97,0.8,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,3630,3637,121.0,121.23,0.27,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,3638,3818,121.27,127.27,6.03,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,3819,3831,127.3,127.7,0.43,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,3832,3866,127.73,128.87,1.17,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,3867,3908,128.9,130.27,1.4,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,3909,3970,130.3,132.33,2.07,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,3971,4092,132.37,136.4,4.07,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,4093,4125,136.43,137.5,1.1,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,4126,4134,137.53,137.8,0.3,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,4135,4221,137.83,140.7,2.9,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,4222,4240,140.73,141.33,0.63,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,4241,4276,141.37,142.53,1.2,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,4277,4348,142.57,144.93,2.4,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,4349,4444,144.97,148.13,3.2,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,4445,4812,148.17,160.4,12.27,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,4813,4966,160.43,165.53,5.13,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,4967,4977,165.57,165.9,0.37,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",9,4978,5010,165.93,167.0,1.1,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,5011,5259,167.03,175.3,8.3,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",-1,5260,5319,175.33,177.3,2.0,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9001",6,5320,5400,177.33,180.0,2.7,A,9001,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",9,0,513,0.0,17.1,17.13,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",-1,514,574,17.13,19.13,2.03,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",9,575,1354,19.17,45.13,26.0,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",-1,1355,1370,45.17,45.67,0.53,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",9,1371,2251,45.7,75.03,29.37,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",-1,2252,2338,75.07,77.93,2.9,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",9,2339,2426,77.97,80.87,2.93,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",-1,2427,2440,80.9,81.33,0.47,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",9,2441,4835,81.37,161.17,79.83,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",-1,4836,4847,161.2,161.57,0.4,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9003",9,4848,5401,161.6,180.03,18.47,A,9003,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",9,0,2655,0.0,88.5,88.53,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",-1,2656,2710,88.53,90.33,1.83,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",9,2711,3509,90.37,116.97,26.63,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",7,3510,3533,117.0,117.77,0.8,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",9,3534,3837,117.8,127.9,10.13,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",9,3839,4779,127.97,159.3,31.37,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",-1,4780,4797,159.33,159.9,0.6,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",9,4798,4887,159.93,162.9,3.0,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",-1,4888,5027,162.93,167.57,4.67,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9005",9,5028,5402,167.6,180.07,12.5,A,9005,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,0,192,0.0,6.4,6.43,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",-1,193,224,6.43,7.47,1.07,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,225,303,7.5,10.1,2.63,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",-1,304,473,10.13,15.77,5.67,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,474,724,15.8,24.13,8.37,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",-1,725,795,24.17,26.5,2.37,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,796,866,26.53,28.87,2.37,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",-1,867,1233,28.9,41.1,12.23,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,1234,1303,41.13,43.43,2.33,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",9,1304,1328,43.47,44.27,0.83,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,1329,1398,44.3,46.6,2.33,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",9,1399,1406,46.63,46.87,0.27,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,1407,1513,46.9,50.43,3.57,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",9,1514,1591,50.47,53.03,2.6,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,1592,1612,53.07,53.73,0.7,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",9,1613,1638,53.77,54.6,0.87,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,1639,1761,54.63,58.7,4.1,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",9,1762,1802,58.73,60.07,1.37,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,1803,1944,60.1,64.8,4.73,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",9,1945,1960,64.83,65.33,0.53,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,1961,4923,65.37,164.1,98.77,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",9,4924,5282,164.13,176.07,11.97,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",7,5283,5328,176.1,177.6,1.53,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9007",9,5329,5400,177.63,180.0,2.4,A,9007,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,0,249,0.0,8.3,8.33,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",-1,250,699,8.33,23.3,15.0,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,700,975,23.33,32.5,9.2,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",-1,976,2021,32.53,67.37,34.87,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,2022,2166,67.4,72.2,4.83,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",-1,2167,2310,72.23,77.0,4.8,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,2311,2341,77.03,78.03,1.03,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",-1,2342,3011,78.07,100.37,22.33,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,3012,3131,100.4,104.37,4.0,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",5,3132,4386,104.4,146.2,41.83,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,4387,4456,146.23,148.53,2.33,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",5,4457,4848,148.57,161.6,13.07,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,4849,4956,161.63,165.2,3.6,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",5,4957,4992,165.23,166.4,1.2,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,4993,5104,166.43,170.13,3.73,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",5,5105,5374,170.17,179.13,9.0,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",9,5375,5388,179.17,179.6,0.47,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9009",-1,5389,5401,179.63,180.03,0.43,A,9009,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",9,0,526,0.0,17.53,17.57,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",-1,527,767,17.57,25.57,8.03,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",9,768,827,25.6,27.57,2.0,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",-1,828,837,27.6,27.9,0.33,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",9,838,4479,27.93,149.3,121.4,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",-1,4480,4494,149.33,149.8,0.5,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",9,4495,5119,149.83,170.63,20.83,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",-1,5120,5340,170.67,178.0,7.37,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9011",9,5341,5401,178.03,180.03,2.03,A,9011,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9013",9,0,1545,0.0,51.5,51.53,A,9013,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9013",-1,1546,2025,51.53,67.5,16.0,A,9013,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9013",9,2026,3530,67.53,117.67,50.17,A,9013,1,CFC
"20241114_Box_1_CFC_Day_1_(Context_A,_No_Shock)_9013",3,3531,3802,117.7,126.73,9.07,A,9013,1,CFC
