stem,start_frame,end_frame,duration_sec,context,mean_distance
20241119_Box_1_CFD_Day_4_(Context_B)_9001,3198,3208,0.37,B,23.98
20241119_Box_1_CFD_Day_4_(Context_B)_9001,3360,3370,0.37,B,23.64
20241119_Box_1_CFD_Day_4_(Context_B)_9001,3572,3579,0.27,B,23.62
20241119_Box_1_CFD_Day_4_(Context_B)_9001,3583,3595,0.43,B,25.33
20241119_Box_1_CFD_Day_4_(Context_B)_9001,4106,4121,0.53,B,24.651
20241119_Box_1_CFD_Day_4_(Context_B)_9001,4207,4222,0.53,B,24.451
20241119_Box_1_CFD_Day_4_(Context_B)_9001,4945,4951,0.23,B,23.421
20241119_Box_1_CFD_Day_4_(Context_B)_9001,5112,5118,0.23,B,22.94
20241119_Box_1_CFD_Day_4_(Context_B)_9001,5277,5287,0.37,B,23.403
20241119_Box_1_CFD_Day_4_(Context_B)_9001,5336,5343,0.27,B,23.318
20241119_Box_1_CFD_Day_4_(Context_B)_9001,5348,5363,0.53,B,23.444
20241119_Box_1_CFD_Day_4_(Context_B)_9003,2657,2663,0.23,B,24.306
20241119_Box_1_CFD_Day_4_(Context_B)_9003,2684,2690,0.23,B,23.533
20241119_Box_1_CFD_Day_4_(Context_B)_9003,2836,2845,0.33,B,24.945
20241119_Box_1_CFD_Day_4_(Context_B)_9003,3604,3610,0.23,B,24.516
20241119_Box_1_CFD_Day_4_(Context_B)_9005,2,10,0.3,B,23.56
20241119_Box_1_CFD_Day_4_(Context_B)_9005,42,59,0.6,B,25.321
20241119_Box_1_CFD_Day_4_(Context_B)_9005,64,75,0.4,B,23.675
20241119_Box_1_CFD_Day_4_(Context_B)_9005,77,87,0.37,B,24.498
20241119_Box_1_CFD_Day_4_(Context_B)_9005,338,343,0.2,B,23.292
20241119_Box_1_CFD_Day_4_(Context_B)_9005,589,594,0.2,B,23.589
20241119_Box_1_CFD_Day_4_(Context_B)_9005,2257,2266,0.33,B,24.221
20241119_Box_1_CFD_Day_4_(Context_B)_9005,2272,2297,0.87,B,23.954
20241119_Box_1_CFD_Day_4_(Context_B)_9005,2423,2431,0.3,B,23.704
20241119_Box_1_CFD_Day_4_(Context_B)_9005,2443,2448,0.2,B,23.073
20241119_Box_1_CFD_Day_4_(Context_B)_9005,2947,2952,0.2,B,23.266
20241119_Box_1_CFD_Day_4_(Context_B)_9005,3139,3145,0.23,B,23.108
20241119_Box_1_CFD_Day_4_(Context_B)_9007,31,37,0.23,B,24.108
20241119_Box_1_CFD_Day_4_(Context_B)_9007,53,72,0.67,B,24.643
20241119_Box_1_CFD_Day_4_(Context_B)_9007,559,570,0.4,B,23.674
20241119_Box_1_CFD_Day_4_(Context_B)_9007,642,647,0.2,B,23.03
20241119_Box_1_CFD_Day_4_(Context_B)_9007,1115,1122,0.27,B,23.094
20241119_Box_1_CFD_Day_4_(Context_B)_9007,1496,1507,0.4,B,23.226
20241119_Box_1_CFD_Day_4_(Context_B)_9007,1510,1515,0.2,B,23.555
20241119_Box_1_CFD_Day_4_(Context_B)_9007,3012,3021,0.33,B,23.206
20241119_Box_1_CFD_Day_4_(Context_B)_9007,3425,3442,0.6,B,23.902
20241119_Box_1_CFD_Day_4_(Context_B)_9007,3449,3481,1.1,B,24.104
20241119_Box_1_CFD_Day_4_(Context_B)_9007,3483,3492,0.33,B,23.868
20241119_Box_1_CFD_Day_4_(Context_B)_9007,3544,3555,0.4,B,24.252
20241119_Box_1_CFD_Day_4_(Context_B)_9007,3590,3599,0.33,B,23.822
20241119_Box_1_CFD_Day_4_(Context_B)_9007,3729,3736,0.27,B,23.031
20241119_Box_1_CFD_Day_4_(Context_B)_9007,3754,3763,0.33,B,23.44
20241119_Box_1_CFD_Day_4_(Context_B)_9007,4039,4046,0.27,B,23.881
20241119_Box_1_CFD_Day_4_(Context_B)_9007,4108,4133,0.87,B,24.816
20241119_Box_1_CFD_Day_4_(Context_B)_9007,4138,4143,0.2,B,22.916
20241119_Box_1_CFD_Day_4_(Context_B)_9007,4155,4162,0.27,B,23.547
20241119_Box_1_CFD_Day_4_(Context_B)_9007,4620,4630,0.37,B,23.144
20241119_Box_1_CFD_Day_4_(Context_B)_9007,4739,4784,1.53,B,25.233
20241119_Box_1_CFD_Day_4_(Context_B)_9007,4956,4961,0.2,B,23.834
20241119_Box_1_CFD_Day_4_(Context_B)_9007,5233,5242,0.33,B,23.82
20241119_Box_1_CFD_Day_4_(Context_B)_9007,5246,5269,0.8,B,24.862
20241119_Box_1_CFD_Day_4_(Context_B)_9007,5274,5318,1.5,B,25.056
20241119_Box_1_CFD_Day_4_(Context_B)_9011,23,33,0.37,B,23.589
20241119_Box_1_CFD_Day_4_(Context_B)_9011,38,53,0.53,B,23.695
20241119_Box_1_CFD_Day_4_(Context_B)_9011,217,222,0.2,B,23.949
20241119_Box_1_CFD_Day_4_(Context_B)_9011,233,238,0.2,B,23.533
20241119_Box_1_CFD_Day_4_(Context_B)_9011,240,248,0.3,B,22.861
20241119_Box_1_CFD_Day_4_(Context_B)_9011,629,636,0.27,B,24.524
20241119_Box_1_CFD_Day_4_(Context_B)_9011,717,729,0.43,B,24.444
20241119_Box_1_CFD_Day_4_(Context_B)_9011,753,758,0.2,B,23.457
20241119_Box_1_CFD_Day_4_(Context_B)_9011,784,802,0.63,B,23.974
20241119_Box_1_CFD_Day_4_(Context_B)_9011,810,818,0.3,B,23.82
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1077,1087,0.37,B,24.219
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1139,1153,0.5,B,24.338
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1199,1208,0.33,B,24.667
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1220,1226,0.23,B,23.043
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1236,1263,0.93,B,24.385
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1302,1313,0.4,B,24.442
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1325,1331,0.23,B,23.811
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1333,1391,1.97,B,25.117
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1454,1459,0.2,B,23.562
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1490,1496,0.23,B,22.993
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1498,1504,0.23,B,23.961
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1506,1519,0.47,B,24.548
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1541,1552,0.4,B,23.334
20241119_Box_1_CFD_Day_4_(Context_B)_9011,1822,1828,0.23,B,23.978
20241119_Box_1_CFD_Day_4_(Context_B)_9011,2220,2227,0.27,B,23.573
20241119_Box_1_CFD_Day_4_(Context_B)_9011,2472,2481,0.33,B,23.119
20241119_Box_1_CFD_Day_4_(Context_B)_9011,2483,2492,0.33,B,24.926
20241119_Box_1_CFD_Day_4_(Context_B)_9011,2578,2594,0.57,B,23.102
20241119_Box_1_CFD_Day_4_(Context_B)_9011,3123,3128,0.2,B,23.954
20241119_Box_1_CFD_Day_4_(Context_B)_9011,3235,3246,0.4,B,23.469
20241119_Box_1_CFD_Day_4_(Context_B)_9011,3978,3991,0.47,B,23.44
20241119_Box_1_CFD_Day_4_(Context_B)_9011,4078,4084,0.23,B,23.595
20241119_Box_1_CFD_Day_4_(Context_B)_9011,4116,4122,0.23,B,23.224
20241119_Box_1_CFD_Day_4_(Context_B)_9011,4936,4949,0.47,B,24.268
20241119_Box_1_CFD_Day_4_(Context_B)_9011,4959,4965,0.23,B,23.061
20241119_Box_1_CFD_Day_4_(Context_B)_9011,5066,5071,0.2,B,23.957
20241119_Box_1_CFD_Day_4_(Context_B)_9011,5092,5115,0.8,B,24.0
20241119_Box_1_CFD_Day_4_(Context_B)_9011,5129,5155,0.9,B,25.077
20241119_Box_1_CFD_Day_4_(Context_B)_9011,5165,5171,0.23,B,22.913
20241119_Box_1_CFD_Day_4_(Context_B)_9013,5,40,1.2,B,26.038
20241119_Box_1_CFD_Day_4_(Context_B)_9013,922,930,0.3,B,24.066
20241119_Box_1_CFD_Day_4_(Context_B)_9013,1686,1713,0.93,B,24.639
20241119_Box_1_CFD_Day_4_(Context_B)_9013,2423,2429,0.23,B,23.735
20241119_Box_1_CFD_Day_4_(Context_B)_9013,4092,4112,0.7,B,24.193
20241119_Box_1_CFD_Day_4_(Context_B)_9013,4159,4165,0.23,B,23.444
20241119_Box_1_CFD_Day_4_(Context_B)_9015,1732,1765,1.13,B,24.663
20241119_Box_1_CFD_Day_4_(Context_B)_9015,2026,2033,0.27,B,23.89
20241119_Box_1_CFD_Day_4_(Context_B)_9015,2673,2683,0.37,B,24.931
20241119_Box_1_CFD_Day_4_(Context_B)_9015,2687,2701,0.5,B,25.928
20241119_Box_2_CFD_Day_4_(Context_A)_9006,5414,5426,0.43,A,26.321
20241119_Box_2_CFD_Day_4_(Context_A)_9006,5445,5450,0.2,A,24.714
20241119_Box_2_CFD_Day_4_(Context_A)_9008,5450,5456,0.23,A,24.442
20241119_Box_2_CFD_Day_4_(Context_A)_9010,5415,5432,0.6,A,27.206
20241119_Box_2_CFD_Day_4_(Context_B)_9008,10,54,1.5,B,26.744
20241119_Box_2_CFD_Day_4_(Context_B)_9008,58,66,0.3,B,24.258
20241119_Box_2_CFD_Day_4_(Context_B)_9008,69,76,0.27,B,23.553
20241119_Box_2_CFD_Day_4_(Context_B)_9008,141,181,1.37,B,24.711
20241119_Box_2_CFD_Day_4_(Context_B)_9008,370,376,0.23,B,23.322
20241119_Box_2_CFD_Day_4_(Context_B)_9008,397,437,1.37,B,26.025
20241119_Box_2_CFD_Day_4_(Context_B)_9008,520,533,0.47,B,24.273
20241119_Box_2_CFD_Day_4_(Context_B)_9008,599,667,2.3,B,25.317
20241119_Box_2_CFD_Day_4_(Context_B)_9008,688,696,0.3,B,23.529
20241119_Box_2_CFD_Day_4_(Context_B)_9008,698,703,0.2,B,23.196
20241119_Box_2_CFD_Day_4_(Context_B)_9008,709,728,0.67,B,24.979
20241119_Box_2_CFD_Day_4_(Context_B)_9008,731,756,0.87,B,24.083
20241119_Box_2_CFD_Day_4_(Context_B)_9008,797,805,0.3,B,23.908
20241119_Box_2_CFD_Day_4_(Context_B)_9008,1870,1875,0.2,B,23.689
20241119_Box_2_CFD_Day_4_(Context_B)_9008,2261,2269,0.3,B,25.404
20241119_Box_2_CFD_Day_4_(Context_B)_9008,2284,2289,0.2,B,23.382
20241119_Box_2_CFD_Day_4_(Context_B)_9008,2333,2341,0.3,B,23.656
20241119_Box_2_CFD_Day_4_(Context_B)_9008,2494,2504,0.37,B,23.985
20241119_Box_2_CFD_Day_4_(Context_B)_9008,2866,2887,0.73,B,24.23
20241119_Box_2_CFD_Day_4_(Context_B)_9008,3858,3887,1.0,B,25.608
20241119_Box_2_CFD_Day_4_(Context_B)_9008,3925,3931,0.23,B,23.868
20241119_Box_2_CFD_Day_4_(Context_B)_9008,3955,3963,0.3,B,24.604
20241119_Box_2_CFD_Day_4_(Context_B)_9008,3966,3973,0.27,B,23.919
20241119_Box_2_CFD_Day_4_(Context_B)_9008,3982,3992,0.37,B,23.807
20241119_Box_2_CFD_Day_4_(Context_B)_9008,3995,4017,0.77,B,24.664
20241119_Box_2_CFD_Day_4_(Context_B)_9008,4048,4055,0.27,B,24.614
20241119_Box_2_CFD_Day_4_(Context_B)_9008,4102,4115,0.47,B,24.101
20241119_Box_2_CFD_Day_4_(Context_B)_9008,4128,4148,0.7,B,25.65
20241119_Box_2_CFD_Day_4_(Context_B)_9008,4377,4396,0.67,B,23.645
20241119_Box_2_CFD_Day_4_(Context_B)_9008,5201,5213,0.43,B,23.8
20241120_Box_1_CFD_Day_5_(Context_B)_9009,1607,1617,0.37,B,23.702
20241120_Box_1_CFD_Day_5_(Context_B)_9009,1879,1900,0.73,B,25.212
20241120_Box_2_CFD_Day_5_(Context_A)_9008,6036,6045,0.33,A,25.325
20241120_Box_2_CFD_Day_5_(Context_A)_9008,6055,6060,0.2,A,23.22
20241120_Box_2_CFD_Day_5_(Context_A)_9008,6074,6091,0.6,A,25.3
20241120_Box_2_CFD_Day_5_(Context_A)_9008,6104,6113,0.33,A,24.776
20241120_Box_2_CFD_Day_5_(Context_A)_9008,6115,6130,0.53,A,24.993
20241120_Box_2_CFD_Day_5_(Context_B)_9006,1239,1248,0.33,B,23.675
20241120_Box_2_CFD_Day_5_(Context_B)_9010,45,54,0.33,B,24.804
20241120_Box_2_CFD_Day_5_(Context_B)_9010,139,158,0.67,B,24.283
20241120_Box_2_CFD_Day_5_(Context_B)_9010,772,777,0.2,B,24.111
20241120_Box_2_CFD_Day_5_(Context_B)_9010,1317,1323,0.23,B,23.37
20241120_Box_2_CFD_Day_5_(Context_B)_9010,1611,1652,1.4,B,24.984
20241120_Box_2_CFD_Day_5_(Context_B)_9010,4560,4571,0.4,B,23.273
20241120_Box_2_CFD_Day_5_(Context_B)_9010,4687,4693,0.23,B,23.138
20241120_Box_2_CFD_Day_5_(Context_B)_9010,4700,4708,0.3,B,24.723
20241120_Box_2_CFD_Day_5_(Context_B)_9010,4712,4725,0.47,B,23.901
20241120_Box_2_CFD_Day_5_(Context_B)_9010,4955,4960,0.2,B,23.716
20241120_Box_2_CFD_Day_5_(Context_B)_9010,5013,5031,0.63,B,24.131
20241120_Box_2_CFD_Day_5_(Context_B)_9010,5099,5105,0.23,B,23.847
20241120_Box_2_CFD_Day_5_(Context_B)_9010,5176,5190,0.5,B,25.096
20241120_Box_2_CFD_Day_5_(Context_B)_9010,5202,5207,0.2,B,23.917
20241120_Box_2_CFD_Day_5_(Context_B)_9010,5352,5373,0.73,B,24.59
20241120_Box_2_CFD_Day_5_(Context_B)_9010,5381,5390,0.33,B,24.399
20241120_Box_2_CFD_Day_5_(Context_B)_9012,20,46,0.9,B,24.518
20241120_Box_2_CFD_Day_5_(Context_B)_9012,1240,1247,0.27,B,23.64
20241120_Box_2_CFD_Day_5_(Context_B)_9012,1697,1702,0.2,B,23.836
20241120_Box_2_CFD_Day_5_(Context_B)_9012,2610,2616,0.23,B,23.278
20241120_Box_2_CFD_Day_5_(Context_B)_9012,4057,4091,1.17,B,24.889
20241120_Box_2_CFD_Day_5_(Context_B)_9012,4114,4123,0.33,B,23.494
20241120_Box_2_CFD_Day_5_(Context_B)_9012,4511,4516,0.2,B,23.767
20241120_Box_2_CFD_Day_5_(Context_B)_9012,5221,5228,0.27,B,23.667
20241120_Box_2_CFD_Day_5_(Context_B)_9012,5321,5326,0.2,B,22.991
20241120_Box_2_CFD_Day_5_(Context_B)_9014,509,514,0.2,B,23.796
20241120_Box_2_CFD_Day_5_(Context_B)_9014,1466,1471,0.2,B,23.382
20241120_Box_2_CFD_Day_5_(Context_B)_9014,2985,2990,0.2,B,23.084
20241120_Box_2_CFD_Day_5_(Context_B)_9014,3012,3020,0.3,B,23.897
20241120_Box_2_CFD_Day_5_(Context_B)_9014,3074,3083,0.33,B,23.691
20241120_Box_2_CFD_Day_5_(Context_B)_9014,3832,3841,0.33,B,23.152
20241120_Box_2_CFD_Day_5_(Context_B)_9014,5109,5115,0.23,B,23.148
20241120_Box_2_CFD_Day_5_(Context_B)_9016,0,25,0.87,B,25.108
20241120_Box_2_CFD_Day_5_(Context_B)_9016,33,82,1.67,B,25.66
20241120_Box_2_CFD_Day_5_(Context_B)_9016,93,111,0.63,B,24.248
20241120_Box_2_CFD_Day_5_(Context_B)_9016,757,763,0.23,B,23.093
20241120_Box_2_CFD_Day_5_(Context_B)_9016,873,880,0.27,B,23.251
20241121_Box_1_CFD_Day_6_(Context_B)_9003,1010,1045,1.2,B,24.208
20241121_Box_1_CFD_Day_6_(Context_B)_9003,1321,1328,0.27,B,24.355
20241121_Box_1_CFD_Day_6_(Context_B)_9003,1431,1442,0.4,B,23.648
20241121_Box_1_CFD_Day_6_(Context_B)_9003,1448,1454,0.23,B,23.325
20241121_Box_1_CFD_Day_6_(Context_B)_9003,1529,1538,0.33,B,23.274
20241121_Box_1_CFD_Day_6_(Context_B)_9003,1553,1558,0.2,B,24.736
20241121_Box_1_CFD_Day_6_(Context_B)_9005,219,241,0.77,B,23.894
20241121_Box_1_CFD_Day_6_(Context_B)_9005,243,252,0.33,B,24.314
20241121_Box_1_CFD_Day_6_(Context_B)_9005,1308,1315,0.27,B,24.094
20241121_Box_1_CFD_Day_6_(Context_B)_9005,1330,1342,0.43,B,24.559
20241121_Box_1_CFD_Day_6_(Context_B)_9005,1463,1472,0.33,B,23.679
20241121_Box_1_CFD_Day_6_(Context_B)_9005,1486,1500,0.5,B,24.411
20241121_Box_1_CFD_Day_6_(Context_B)_9005,1971,1980,0.33,B,24.637
20241121_Box_1_CFD_Day_6_(Context_B)_9011,100,115,0.53,B,25.382
20241121_Box_1_CFD_Day_6_(Context_B)_9011,129,136,0.27,B,24.014
20241121_Box_1_CFD_Day_6_(Context_B)_9011,384,394,0.37,B,23.491
20241121_Box_1_CFD_Day_6_(Context_B)_9011,403,416,0.47,B,23.472
20241121_Box_1_CFD_Day_6_(Context_B)_9011,5253,5258,0.2,B,23.202
20241121_Box_1_CFD_Day_6_(Context_B)_9013,607,614,0.27,B,23.345
20241121_Box_1_CFD_Day_6_(Context_B)_9013,841,849,0.3,B,24.514
20241121_Box_1_CFD_Day_6_(Context_B)_9013,902,907,0.2,B,23.669
20241121_Box_1_CFD_Day_6_(Context_B)_9013,2968,3001,1.13,B,25.773
20241121_Box_1_CFD_Day_6_(Context_B)_9013,3007,3021,0.5,B,24.838
20241121_Box_1_CFD_Day_6_(Context_B)_9013,3074,3082,0.3,B,23.876
20241121_Box_1_CFD_Day_6_(Context_B)_9013,3084,3125,1.4,B,26.503
20241121_Box_1_CFD_Day_6_(Context_B)_9013,3913,3925,0.43,B,25.592
20241121_Box_1_CFD_Day_6_(Context_B)_9013,4504,4513,0.33,B,24.354
20241121_Box_1_CFD_Day_6_(Context_B)_9015,16,44,0.97,B,24.049
20241121_Box_1_CFD_Day_6_(Context_B)_9015,49,57,0.3,B,24.229
20241121_Box_1_CFD_Day_6_(Context_B)_9015,59,71,0.43,B,23.323
20241121_Box_1_CFD_Day_6_(Context_B)_9015,93,98,0.2,B,23.305
20241121_Box_2_CFD_Day_6_(Context_A)_9004,5406,5411,0.2,A,25.632
20241121_Box_2_CFD_Day_6_(Context_A)_9004,5451,5464,0.47,A,25.684
20241121_Box_2_CFD_Day_6_(Context_A)_9004,5774,5779,0.2,A,23.574
20241122_Box_2_CFD_Day_7_(Context_A)_9008,3935,3941,0.23,A,23.524
20241122_Box_2_CFD_Day_7_(Context_B)_9001,2665,2670,0.2,B,23.531
20241122_Box_2_CFD_Day_7_(Context_B)_9001,2689,2694,0.2,B,23.113
20241122_Box_2_CFD_Day_7_(Context_B)_9001,2718,2726,0.3,B,24.059
20241122_Box_2_CFD_Day_7_(Context_B)_9001,2729,2734,0.2,B,23.328
20241122_Box_2_CFD_Day_7_(Context_B)_9001,2936,2948,0.43,B,24.524
20241122_Box_2_CFD_Day_7_(Context_B)_9001,3756,3762,0.23,B,24.137
20241122_Box_2_CFD_Day_7_(Context_B)_9014,1664,1669,0.2,B,23.889
20241122_Box_2_CFD_Day_7_(Context_B)_9014,4559,4565,0.23,B,24.27
20241122_Box_2_CFD_Day_7_(Context_B)_9014,4664,4671,0.27,B,23.076
20241122_Box_2_CFD_Day_7_(Context_B)_9014,5291,5299,0.3,B,23.129
20241122_Box_2_CFD_Day_7_(Context_B)_9014,5305,5310,0.2,B,23.686
20241122_Box_2_CFD_Day_7_(Context_B)_9014,5335,5341,0.23,B,23.593
20250207_Box_1_CFC_Day_2_(Context_C)_526,171,197,0.9,C,27.075
20250207_Box_1_CFC_Day_2_(Context_C)_526,242,314,2.43,C,25.786
20250207_Box_1_CFC_Day_2_(Context_C)_526,658,690,1.1,C,25.316
20250207_Box_1_CFC_Day_2_(Context_C)_526,725,805,2.7,C,29.932
20250207_Box_1_CFC_Day_2_(Context_C)_526,1771,1831,2.03,C,29.845
20250207_Box_1_CFC_Day_2_(Context_C)_526,2296,2355,2.0,C,27.822
20250207_Box_1_CFC_Day_2_(Context_C)_526,2396,2407,0.4,C,24.252
20250207_Box_2_CFC_Day_2_(Context_C)_542,141,147,0.23,C,23.813
20250207_Box_2_CFC_Day_2_(Context_C)_542,161,215,1.83,C,24.507
20250207_Box_2_CFC_Day_2_(Context_C)_542,217,225,0.3,C,23.739
20250207_Box_2_CFC_Day_2_(Context_C)_542,227,237,0.37,C,24.391
20250207_Box_2_CFC_Day_2_(Context_C)_542,242,247,0.2,C,24.233
20250207_Box_2_CFC_Day_2_(Context_C)_542,258,271,0.47,C,24.954
20250207_Box_2_CFC_Day_2_(Context_C)_542,273,278,0.2,C,23.486
20250207_Box_2_CFC_Day_2_(Context_C)_542,508,513,0.2,C,23.34
20250207_Box_2_CFC_Day_2_(Context_C)_542,595,604,0.33,C,23.469
20250207_Box_2_CFC_Day_2_(Context_C)_542,784,790,0.23,C,23.38
20250207_Box_2_CFC_Day_2_(Context_C)_542,2052,2062,0.37,C,23.377
20250207_Box_2_CFC_Day_2_(Context_C)_542,2619,2624,0.2,C,24.445
20250207_Box_2_CFC_Day_2_(Context_C)_542,2638,2646,0.3,C,23.974
20250207_Box_2_CFC_Day_2_(Context_C)_542,2651,2657,0.23,C,23.892
20250207_Box_2_CFC_Day_2_(Context_C)_542,3500,3506,0.23,C,23.759
20250207_Box_2_CFC_Day_2_(Context_C)_542,3510,3535,0.87,C,24.983
20250207_Box_2_CFC_Day_2_(Context_C)_542,3698,3709,0.4,C,23.801
20250207_Box_2_CFC_Day_2_(Context_C)_542,4680,4685,0.2,C,23.462
20250207_Box_2_CFC_Day_2_(Context_C)_542,4688,4694,0.23,C,23.75
20250210_Box_1_CFD_Day_3_(Context_A)_526,5437,5447,0.37,A,25.732
20250210_Box_1_CFD_Day_3_(Context_B)_541,256,264,0.3,B,23.826
20250210_Box_1_CFD_Day_3_(Context_B)_541,268,280,0.43,B,23.89
20250210_Box_1_CFD_Day_3_(Context_B)_541,726,735,0.33,B,23.594
20250210_Box_1_CFD_Day_3_(Context_B)_541,751,774,0.8,B,24.286
20250210_Box_1_CFD_Day_3_(Context_B)_541,992,1005,0.47,B,24.237
20250210_Box_1_CFD_Day_3_(Context_B)_541,1030,1041,0.4,B,24.099
20250210_Box_1_CFD_Day_3_(Context_B)_541,1763,1770,0.27,B,23.067
20250210_Box_1_CFD_Day_3_(Context_B)_541,1992,1997,0.2,B,23.435
20250210_Box_1_CFD_Day_3_(Context_B)_541,2002,2008,0.23,B,23.246
20250210_Box_1_CFD_Day_3_(Context_B)_541,2019,2027,0.3,B,24.002
20250210_Box_1_CFD_Day_3_(Context_B)_541,2036,2041,0.2,B,23.811
20250210_Box_2_CFD_Day_3_(Context_A)_527,5419,5428,0.33,A,24.88
20250210_Box_2_CFD_Day_3_(Context_A)_527,5443,5458,0.53,A,29.489
20250210_Box_3_CFD_Day_3_(Context_A)_528,5470,5475,0.2,A,23.317
20250210_Box_3_CFD_Day_3_(Context_A)_543,4503,4509,0.23,A,24.173
20250210_Box_3_CFD_Day_3_(Context_A)_543,5430,5439,0.33,A,25.312
20250211_Box_1_CFD_Day_4_(Context_A)_526,5435,5446,0.4,A,29.531
