state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.17586079229914847,31.666666666666668,50,0.6333333333333333
state_1,0.3235838578304332,58.266666666666666,24,2.4277777777777776
state_2,0.029248426508700482,5.266666666666667,4,1.3166666666666667
state_3,0.03794890781192151,6.833333333333333,19,0.3596491228070175
state_4,0.2743428359866716,49.4,3,16.466666666666665
state_5,0.0657164013328397,11.833333333333334,41,0.2886178861788618
state_6,0.01906701221769715,3.433333333333333,10,0.3433333333333334
state_7,0.03258052573121066,5.866666666666666,86,0.06821705426356589
state_8,0.024065161051462423,4.333333333333333,12,0.3611111111111111
state_9,0.017586079229914845,3.1666666666666665,11,0.2878787878787879
