,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9
State_0,0.9473684210526315,0.0,0.0,0.0,0.0,0.002105263157894737,0.0010526315789473684,0.049473684210526316,0.0,0.0
State_1,0.0,0.9868345735546652,0.0,0.0,0.0,0.01316542644533486,0.0,0.0,0.0,0.0
State_2,0.0,0.0,0.9746835443037974,0.0,0.0,0.012658227848101266,0.0,0.0,0.006329113924050633,0.006329113924050633
State_3,0.0,0.0,0.0,0.9073170731707317,0.0,0.0,0.0,0.09268292682926829,0.0,0.0
State_4,0.0,0.0,0.0,0.0,0.9979757085020243,0.001349527665317139,0.0,0.0,0.0006747638326585695,0.0
State_5,0.0028169014084507044,0.0676056338028169,0.008450704225352112,0.0,0.008450704225352112,0.8845070422535212,0.0,0.008450704225352112,0.01971830985915493,0.0
State_6,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.9029126213592233,0.07766990291262135,0.0,0.009708737864077669
State_7,0.2727272727272727,0.0,0.0,0.10795454545454546,0.0,0.011363636363636364,0.03977272727272727,0.5113636363636364,0.011363636363636364,0.045454545454545456
State_8,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.007692307692307693,0.007692307692307693,0.9076923076923077,0.0
State_9,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.010526315789473684,0.08421052631578947,0.010526315789473684,0.8842105263157894
