state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.03876112759643917,6.966666666666667,44,0.15833333333333333
state_1,0.19788575667655786,35.56666666666667,35,1.016190476190476
state_2,0.14317507418397626,25.733333333333334,145,0.1774712643678161
state_3,0.08234421364985163,14.8,98,0.1510204081632653
state_4,0.024480712166172106,4.4,12,0.36666666666666664
state_5,0.11943620178041543,21.466666666666665,111,0.1933933933933934
state_6,0.06045994065281899,10.866666666666667,195,0.055726495726495726
state_7,0.06008902077151335,10.8,35,0.3085714285714286
state_8,0.11887982195845698,21.366666666666667,25,0.8546666666666667
state_9,0.06806379821958457,12.233333333333333,56,0.21845238095238095
state_10,0.0693620178041543,12.466666666666667,29,0.4298850574712644
state_11,0.017062314540059347,3.066666666666667,6,0.5111111111111112
