state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.02316724849254205,4.866666666666666,10,0.48666666666666664
state_1,0.16962868930498254,35.63333333333333,15,2.3755555555555556
state_2,0.07537289749285941,15.833333333333334,25,0.6333333333333333
state_3,0.014439860361789908,3.033333333333333,8,0.37916666666666665
state_4,0.06775626785147572,14.233333333333333,24,0.5930555555555556
state_5,0.08092668993970169,17.0,49,0.3469387755102041
state_6,0.10933037131069502,22.966666666666665,15,1.531111111111111
state_7,0.00856870834655665,1.8,13,0.13846153846153847
state_8,0.24278006981910505,51.0,19,2.6842105263157894
state_9,0.11885115836242463,24.966666666666665,66,0.3782828282828283
state_10,0.08917803871786735,18.733333333333334,37,0.5063063063063064
