,State_0,State_1,State_2
State_0,0.9644144144144144,0.018468468468468467,0.017117117117117116
State_1,0.03384367445608381,0.9403706688154714,0.0257856567284448
State_2,0.012680521310320535,0.011623811201127158,0.9756956674885523
