,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9961538461538462,0.0019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019230769230769232,0.0,0.0
State_1,0.00039478878799842083,0.9992104224240032,0.0,0.0,0.0,0.0,0.0,0.00039478878799842083,0.0,0.0,0.0,0.0
State_2,0.0,0.0,0.9903762029746281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009623797025371828,0.0
State_3,0.0,0.0,0.0,0.7435897435897436,0.0,0.23076923076923078,0.0,0.0,0.02564102564102564,0.0,0.0,0.0
State_4,0.0,0.0,0.0,0.0,0.9838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516
State_5,0.0,0.0,0.0,0.17307692307692307,0.0,0.8076923076923077,0.0,0.0,0.019230769230769232,0.0,0.0,0.0
State_6,0.0,0.0,0.0,0.0,0.0,0.0,0.9875518672199171,0.004149377593360996,0.0,0.0,0.004149377593360996,0.004149377593360996
State_7,0.0,0.0,0.0,0.014925373134328358,0.0,0.014925373134328358,0.0,0.9701492537313433,0.0,0.0,0.0,0.0
State_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487179487179487,0.0,0.05128205128205128,0.0
State_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
State_10,0.007142857142857143,0.007142857142857143,0.07857142857142857,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.9,0.0
State_11,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.9682539682539683
