state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.09643916913946587,17.333333333333332,2,8.666666666666666
state_1,0.4697700296735905,84.43333333333334,2,42.21666666666667
state_2,0.21198071216617212,38.1,11,3.4636363636363634
state_3,0.007232937685459941,1.3,10,0.13
state_4,0.011498516320474777,2.066666666666667,1,2.066666666666667
state_5,0.009643916913946587,1.7333333333333334,10,0.17333333333333334
state_6,0.04469584569732938,8.033333333333333,3,2.6777777777777776
state_7,0.012425816023738873,2.2333333333333334,2,1.1166666666666667
state_8,0.007232937685459941,1.3,2,0.65
state_9,0.09143175074183976,16.433333333333334,1,16.433333333333334
state_10,0.02596439169139466,4.666666666666667,14,0.3333333333333333
state_11,0.011683976261127596,2.1,2,1.05
