scorer,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30
20,283.62622,349.8089,0.8211708,296.10934,320.8561,0.685935,270.45346,314.54416,0.4314885,308.91812,341.2329,0.7807715,319.8379,372.6966,0.6366491,328.52884,321.14093,0.6729854,348.61566,336.28195,1.0,430.25192,254.30122,0.91428494
21,284.89835,351.1136,0.82061756,297.90237,322.45538,0.6924962,267.44754,316.50412,0.4870012,310.856,342.03568,0.7529557,321.48376,371.7531,0.60199016,329.0184,321.08838,0.6287333,348.5641,336.2362,1.0,430.0166,254.51704,0.9225008
22,286.78586,350.9559,0.8294406,301.70468,322.82312,0.7076508,267.8685,317.53848,0.45599562,311.8483,342.33325,0.7313353,322.01318,371.77444,0.59183246,330.98132,322.53384,0.6683971,348.72278,336.9232,1.0,430.14133,254.26299,0.9083265
23,284.81277,349.9834,0.79772145,298.77097,322.30594,0.6983379,268.28326,316.2688,0.43692404,311.78955,341.7124,0.75277543,319.74167,371.85117,0.6108014,329.63528,322.31674,0.6854806,348.38846,336.97864,1.0,430.16376,254.23582,0.9062117
24,284.33334,348.993,0.74434686,297.57452,321.85397,0.66345066,266.38055,313.25763,0.4164154,310.74963,341.29288,0.74963266,319.41556,372.0789,0.6055808,328.64227,321.76416,0.6748623,348.37225,336.68958,1.0,430.15268,254.2564,0.9105776
25,282.22556,347.13635,0.73345053,294.26718,319.87857,0.6505517,271.39163,310.271,0.38381004,307.93674,340.74673,0.7580295,317.7444,373.3269,0.578719,328.7965,320.8904,0.68962514,348.56686,336.55325,1.0,430.1212,254.26837,0.91459423
26,281.75507,348.62433,0.7610341,293.33502,320.90265,0.7002983,269.57513,313.52203,0.4438792,307.25003,341.62924,0.76861745,320.21826,372.57788,0.56486607,328.8228,320.7352,0.66213065,348.53012,336.14465,1.0,430.23056,253.82344,0.90685296
27,285.2869,350.05228,0.81365144,298.64435,322.77588,0.75596863,272.2544,320.69733,0.46177837,310.7452,341.9856,0.7779233,320.57745,371.78894,0.5889173,328.65186,321.61456,0.65248686,348.3729,336.11588,1.0,430.25897,253.80408,0.90398604
28,285.06808,349.2868,0.798044,298.01398,322.4863,0.7495265,272.95227,325.33304,0.47716713,310.96783,341.33725,0.79436624,320.23578,371.476,0.5975664,328.61646,321.3725,0.673511,348.66592,336.632,1.0,430.26685,253.77966,0.9018308
29,283.5451,348.80307,0.76503056,295.1784,320.96924,0.72107565,266.19977,317.5748,0.5512852,309.59418,340.96954,0.74310464,317.32877,373.59473,0.60015786,328.62906,321.02005,0.69129485,348.35342,336.45312,1.0,430.23508,253.82744,0.90474755
30,283.2642,348.98203,0.76130444,292.51508,320.23755,0.82025504,267.8172,320.85437,0.58125275,308.06244,339.78918,0.73647594,317.6272,373.4281,0.60887593,328.68756,320.47958,0.7244852,348.93265,336.75244,1.0,430.23843,253.81573,0.90162164
31,281.38995,349.93887,0.7947443,291.48196,320.95602,0.85498536,270.15057,327.90735,0.52659327,307.54346,340.38132,0.768324,320.456,372.50558,0.58793384,328.39154,320.10028,0.67784774,348.31866,336.33347,1.0,429.92484,253.99594,0.8973432
32,284.515,350.41827,0.7987848,293.2056,320.21866,0.78825045,268.58255,319.51584,0.6441384,310.07504,339.26193,0.73293614,320.91394,371.4386,0.59690213,328.05118,320.0502,0.70579135,348.3054,336.1976,1.0,429.9235,254.01201,0.89782923
33,285.11594,348.53082,0.7729113,293.5325,320.00342,0.8433332,271.9971,332.09573,0.5021551,309.18607,338.9728,0.7938788,319.63248,372.46378,0.62062085,328.76974,320.10083,0.7496394,349.0351,336.4823,1.0,429.9675,253.96658,0.8992238
34,283.36884,347.6948,0.77713835,291.42526,319.75027,0.8412748,269.63458,322.97446,0.5054318,307.41226,338.38202,0.7750495,318.2947,373.44846,0.6107023,329.39532,320.25388,0.75319934,348.79507,336.93088,1.0,429.93387,253.98264,0.89802396
35,279.53983,345.85684,0.8022441,290.7664,318.56903,0.7819088,261.20395,319.77643,0.5544829,305.74435,338.59167,0.77623963,318.456,373.9668,0.59567195,329.418,319.47098,0.73701835,348.7163,336.9259,1.0,429.9214,254.00346,0.90306073
36,275.02194,346.45834,0.8610074,289.534,320.37134,0.837766,267.8232,322.6753,0.49977952,303.71375,340.47134,0.7766274,322.43692,371.85712,0.55172575,328.6371,319.4414,0.68269414,348.39407,336.40118,1.0,429.19882,253.79555,0.9136686
37,277.2454,349.6773,0.7661496,290.7153,322.5606,0.81133187,269.7161,333.3101,0.48755428,304.88214,341.29196,0.76635563,322.45822,371.84494,0.5491619,328.8021,319.32245,0.6874231,348.56485,336.26004,1.0,429.21487,253.78288,0.91495323
38,279.7216,350.45502,0.767447,291.8172,320.6968,0.70410913,273.00684,329.24002,0.54999804,306.88934,342.2556,0.7778762,322.54587,372.602,0.55932796,328.72348,319.7545,0.6797689,348.71304,336.32703,1.0,429.03558,253.89862,0.912486
39,281.30896,350.27518,0.7371422,291.6202,321.5631,0.85014766,271.98193,334.46158,0.47588122,306.30597,341.63672,0.77983534,321.7064,372.33002,0.6000504,328.28125,319.91113,0.69410133,348.7304,336.49905,1.0,429.0393,253.88203,0.91215396
40,279.4567,349.32657,0.80780995,290.1313,320.7579,0.8142636,269.35297,329.93088,0.4876826,305.05,341.02942,0.7871431,318.43634,374.59875,0.62344706,328.6536,319.71805,0.6952391,348.7254,336.80215,1.0,429.02115,253.89792,0.9138678
41,279.1891,348.98267,0.8021835,289.38824,320.4427,0.7799684,263.2268,321.22046,0.472209,304.49005,340.80093,0.7409444,318.31204,374.68777,0.61063904,328.18097,319.61026,0.67127603,347.53067,336.94107,1.0,428.98645,253.9116,0.91448563
42,277.6657,350.44525,0.7584557,289.3382,321.62076,0.79375345,269.7472,331.5483,0.4416226,303.9151,340.05618,0.7841896,319.6223,373.4773,0.5672357,328.12497,319.42953,0.6621854,347.635,336.91888,1.0,429.0359,253.87918,0.9159426
43,277.9237,346.30148,0.84328955,289.19412,320.88217,0.73063,265.67822,324.25308,0.5426728,304.12787,339.30957,0.7780397,320.97876,371.3393,0.5385122,328.29938,319.31516,0.671131,347.80923,336.856,1.0,429.00342,253.89955,0.9176671
44,277.4369,344.35452,0.9250136,287.1724,318.46643,0.69061774,263.67328,321.92596,0.5549883,303.69315,337.70346,0.7678873,310.3187,373.07486,0.62790275,328.91116,319.62308,0.668772,347.7426,337.25534,1.0,429.0083,253.9018,0.91593474
45,277.83823,343.83563,0.9055112,288.63278,318.20248,0.7429178,258.01935,318.73285,0.5764844,303.6721,338.22467,0.76412696,310.77734,373.17554,0.60616887,328.62625,319.4887,0.6840012,347.23547,337.12833,1.0,428.96573,253.92789,0.91492486
46,275.31177,344.4931,0.9089884,284.19077,318.9712,0.6917659,266.9266,322.75943,0.5681573,304.1191,335.57492,0.7542682,311.42178,373.20834,0.61982423,327.88992,317.8435,0.6463248,347.85437,337.09042,1.0,429.126,253.84453,0.9119905
47,278.02332,346.57428,0.7833192,285.572,320.11102,0.797989,270.56076,323.6268,0.48597488,303.71494,338.70358,0.79442215,320.12997,372.5074,0.5235931,328.58496,319.635,0.61686957,347.54398,336.73682,1.0,429.12848,253.83867,0.9132433
48,281.46957,348.57806,0.7670654,289.96976,319.95453,0.8117191,270.85687,333.09854,0.4827162,306.04025,339.0784,0.83852905,317.89505,372.02155,0.5367525,329.17743,319.86325,0.6826256,347.82498,336.56802,1.0,429.1457,253.8328,0.9099032
49,284.49802,348.83817,0.7933933,292.54294,320.25964,0.8424916,272.2017,333.8122,0.56345576,308.38535,338.8711,0.8214346,318.43304,372.6671,0.6222106,328.99713,320.08823,0.7360209,348.4274,336.8772,1.0,429.17117,253.81558,0.90938514
50,281.00677,345.403,0.7767118,290.22348,319.04605,0.74104303,270.68484,332.41925,0.4708385,306.28302,338.04898,0.8196607,317.19434,372.83276,0.6112552,329.59766,320.0274,0.7506234,348.4617,337.19608,1.0,429.17288,253.80673,0.90820307
51,279.07,343.70914,0.90557826,288.50323,318.41653,0.7258276,262.98227,321.0327,0.53828186,304.407,337.9914,0.77961475,316.5401,373.6083,0.643445,328.71912,319.61743,0.7101813,348.5462,337.16635,1.0,429.09207,253.84706,0.9106935
52,277.973,344.02454,0.9277691,287.16998,318.21634,0.72418517,262.9836,320.62506,0.5576518,303.82095,338.0949,0.77630603,317.44342,373.11728,0.5985713,328.46768,319.58148,0.6623825,348.27924,336.96188,1.0,429.0902,253.8512,0.910386
53,277.02634,342.60767,1.0,286.257,316.32352,0.716862,263.05243,320.1583,0.556788,303.70966,334.79898,0.73605734,311.32022,373.19836,0.6537432,327.01236,318.2328,0.6769634,347.92575,336.91138,1.0,429.1023,253.84494,0.9115768
54,276.34988,342.57007,1.0,284.31653,316.6876,0.71693,261.78787,319.58676,0.595894,303.47986,334.6154,0.73509365,310.35837,373.30496,0.6599229,327.3535,318.50662,0.65402675,348.06198,337.06586,1.0,429.10904,253.8401,0.91200554
55,276.5819,344.12534,0.9039612,285.16226,318.17987,0.70686764,258.4982,319.90897,0.56142104,302.63467,337.96362,0.7403568,317.04044,373.51996,0.59803355,327.3237,318.38348,0.6237107,347.15436,337.87387,1.0,429.0776,253.85117,0.912187
56,275.25626,343.49777,0.9552941,281.97586,317.4101,0.78312343,257.10928,321.79364,0.57891613,303.3415,334.71927,0.6977463,317.06027,373.20828,0.63909245,327.1364,317.66754,0.63811696,348.13397,337.0786,1.0,429.0636,253.8661,0.91764176
57,274.38718,345.31638,0.8948406,281.44632,318.88315,0.6909656,265.61218,324.8059,0.5233233,302.47696,336.39087,0.760203,319.75476,373.3677,0.6148751,326.203,317.09045,0.64193696,348.00873,336.6581,1.0,429.1349,253.83762,0.9119091
58,278.25262,345.5472,0.81616163,286.15598,319.47858,0.7421335,270.16943,329.0781,0.44606915,303.9454,337.87677,0.78732663,320.34964,372.15198,0.5046337,328.6045,319.35498,0.6036146,348.42194,336.35355,1.0,429.13995,253.83923,0.9128602
59,280.71307,345.56232,0.77263147,290.36758,319.53146,0.75744647,271.28876,333.98926,0.4864119,305.75558,338.64154,0.80977243,318.83893,371.74802,0.53003573,329.01096,319.6286,0.7178981,348.28345,336.5349,1.0,429.1625,253.82845,0.9107434
60,284.75366,347.40964,0.8150245,293.6001,319.54883,0.8131007,272.50513,332.89206,0.53421986,308.8253,338.08386,0.7974149,319.14,371.67725,0.5773769,329.30753,319.8734,0.7820184,348.56332,336.5063,1.0,429.12625,253.78108,0.91120535
61,282.08032,344.0624,0.80858016,291.19492,319.3128,0.7132284,271.26367,331.84064,0.47244194,306.31647,337.5217,0.78833944,318.21667,371.86603,0.5900873,329.4965,319.5585,0.7774854,348.46976,336.88416,1.0,429.12204,253.77736,0.91102725
62,280.01657,343.2509,0.8854191,290.818,316.66083,0.7114592,268.5337,322.18033,0.5527734,304.7025,337.00708,0.7795482,311.46985,372.11823,0.6008555,329.23297,319.20898,0.7451968,348.44696,336.89267,1.0,429.0669,253.80394,0.9073073
63,278.5397,342.91046,0.95973676,288.34702,317.2142,0.73709804,262.272,319.39032,0.544338,303.63138,336.84357,0.758763,310.5139,372.53555,0.5836115,328.34134,318.9701,0.7099444,348.22748,336.62216,1.0,429.01306,253.83147,0.9085688
64,278.0598,343.12482,1.0,287.65482,316.27597,0.6987036,266.70093,322.48965,0.5833145,302.1321,335.117,0.7661018,317.27374,371.53156,0.5838932,328.57477,319.35614,0.7073145,348.44315,336.72635,1.0,429.04016,253.82211,0.9121565
65,276.03058,341.4476,1.0,285.5333,314.75232,0.6995499,262.07825,319.5441,0.56310517,301.22354,334.48663,0.74046254,309.1701,372.40704,0.70346177,328.2275,318.10553,0.6808907,347.75528,336.98773,1.0,429.02173,253.8251,0.9124326
66,275.42856,341.9943,1.0,283.06213,315.91327,0.7404949,260.25336,319.71597,0.5837435,303.397,334.284,0.7158963,310.9491,372.89972,0.6485161,326.87796,317.3264,0.6339815,347.14648,337.22498,1.0,429.01172,253.82101,0.9124337
67,275.0171,342.06036,0.9832479,282.2918,316.03378,0.78051347,256.90558,318.36868,0.61187416,303.39963,334.50977,0.7138232,310.6446,372.5901,0.57361233,327.76614,317.912,0.6560148,347.1837,337.10413,1.0,429.0056,253.83443,0.91247857
68,274.26392,342.06528,1.0,281.14993,315.88446,0.81605506,256.66467,319.16556,0.65578794,302.33948,333.18015,0.71935654,317.2468,372.44067,0.5707863,327.66132,317.31058,0.66447484,348.27457,336.83914,1.0,428.9888,253.83394,0.91421026
69,273.23868,344.34598,0.97072953,281.37473,316.74857,0.7335449,266.40433,322.1721,0.5450208,302.47562,335.3281,0.7381938,319.53268,372.97372,0.5723461,326.8908,316.7414,0.64056075,348.00168,336.65686,1.0,429.06497,253.79893,0.91276014
70,276.8189,346.48706,0.77838886,284.88455,320.53195,0.7871413,269.9975,330.7592,0.41215098,303.00928,337.83395,0.7769745,320.31223,371.5571,0.49192652,328.5216,319.04684,0.6210676,347.77893,336.7689,1.0,429.0889,253.79913,0.91259784
71,278.77444,349.5242,0.7556298,288.92337,321.70267,0.81251895,270.48932,334.14877,0.434876,304.07672,338.70282,0.8112345,319.21368,371.83783,0.5123826,328.5783,319.34662,0.67695177,348.05353,336.49008,1.0,429.0974,253.78383,0.910681
72,282.0594,349.5359,0.7568827,291.7035,321.8169,0.8335697,271.21533,335.68835,0.5197767,306.30615,339.1549,0.78916764,320.98688,370.80222,0.54668987,328.5089,319.1595,0.7069254,348.08606,336.38254,1.0,429.11624,253.76546,0.9098409
73,280.82062,348.4559,0.7848691,289.3972,319.63974,0.7488289,269.30927,326.87534,0.50541914,305.5406,339.0778,0.7750397,321.13113,371.44653,0.5446168,328.72668,318.93967,0.71407765,348.09122,336.3191,1.0,429.0656,253.79407,0.91105396
74,277.9131,345.0755,0.90474993,287.0893,318.26923,0.6641834,261.09012,319.98718,0.5296131,303.1081,337.53116,0.7334289,317.9763,372.74097,0.56794655,327.21512,317.40912,0.66872346,347.2393,337.1577,1.0,429.02335,253.81851,0.91256875
75,276.77066,342.48383,0.95196664,284.29504,317.35785,0.72370166,258.87158,319.4758,0.6005683,302.74722,336.6078,0.7119326,317.74118,372.28958,0.5690561,327.8198,317.3505,0.63537115,347.47937,336.9184,1.0,429.02325,253.82675,0.9113868
76,277.54816,342.451,0.93839806,285.29108,317.18018,0.7466437,256.61807,319.37503,0.62824166,303.42923,336.25067,0.72374004,311.52304,372.4381,0.5384838,329.09882,319.5466,0.6592895,348.06577,336.53787,1.0,428.99744,253.84166,0.9106792
77,278.0455,343.4405,0.83624846,288.02634,318.3665,0.7524041,256.63928,320.01398,0.6534141,304.16318,337.57986,0.7496538,317.86517,372.32764,0.55016905,328.59012,319.11502,0.69462454,347.31543,336.9567,1.0,428.9881,253.83398,0.9095045
78,278.871,343.1429,0.8202246,288.8524,317.0083,0.7622414,254.96698,319.54587,0.6330325,304.38443,337.16675,0.7315306,318.82764,370.81372,0.52097636,328.3195,319.2822,0.7011946,346.77652,336.66342,1.0,428.7708,253.9113,0.9071139
79,278.79425,342.254,0.81466186,286.75745,316.81226,0.78731716,255.08426,320.8431,0.5285945,303.8926,336.0188,0.7002919,318.5392,370.54996,0.53035355,327.57358,317.2059,0.7128208,347.68808,336.92392,1.0,428.78043,253.90976,0.9061704
80,279.30734,347.84064,0.7262545,286.20593,318.35822,0.7426531,250.63065,321.05215,0.5775808,305.16357,336.40323,0.72241235,318.97144,370.71365,0.5399162,327.63965,317.02762,0.66768634,346.4287,336.9057,1.0,428.76465,253.93939,0.9091865
81,282.35098,350.08792,0.7849544,286.9079,319.92093,0.73755455,249.81635,325.1831,0.45209616,306.0378,336.17188,0.7216118,319.55566,369.68396,0.5758682,326.82404,317.05133,0.667566,345.11948,337.45667,1.0,428.65198,253.99353,0.9095359
82,282.3648,351.99802,0.83848304,286.7913,321.17636,0.77030736,252.64896,330.17853,0.48091805,307.27753,337.29346,0.77499294,322.2339,370.7073,0.47974163,326.83148,316.90015,0.6508264,345.12042,337.34436,1.0,427.92972,254.68417,0.9024098
83,282.66302,352.9987,0.8634658,288.01004,322.84012,0.78181,256.05206,329.99545,0.6046272,308.79868,337.91144,0.7604667,326.77618,368.3956,0.4618009,328.90994,319.15176,0.6386385,347.50897,336.0453,1.0,427.56317,255.31107,0.8904744
84,283.69348,356.04712,0.8714573,286.22778,322.8977,0.87774265,256.83237,334.22787,0.6758504,306.87543,338.95633,0.7616119,324.9429,372.29007,0.54925066,328.68112,319.32944,0.64443517,348.29584,335.82385,1.0,427.76932,255.64954,0.8913087
85,286.3981,356.89313,0.8542795,287.81436,324.35043,0.80950934,259.97128,331.40775,0.7818516,308.10437,339.41595,0.7419126,325.27438,372.52576,0.62609756,328.88586,319.3666,0.7155773,348.9037,335.9418,1.0,427.81943,255.61247,0.89258015
86,287.92685,354.99304,0.88861465,293.7176,326.9427,0.76722914,265.76935,331.71527,0.6615042,311.5665,339.02298,0.69658506,324.15042,371.22687,0.60259295,329.56598,319.35803,0.76690555,348.77917,336.23468,1.0,427.8597,255.58975,0.8871639
87,289.3917,354.57034,0.92671454,294.76553,325.47507,0.6791657,267.4906,329.39026,0.57577217,312.6344,337.96698,0.7023313,324.39075,369.63037,0.560407,329.81128,318.45758,0.7714403,348.54922,336.31256,1.0,427.83337,255.5929,0.8861307
88,288.30988,352.7637,0.8744455,291.85736,322.1305,0.7961545,259.95874,329.5458,0.58886385,312.2159,336.3129,0.7208015,322.42264,370.36383,0.56504977,329.61798,317.719,0.7723459,348.30417,336.66214,1.0,427.10544,256.7486,0.8768619
89,282.14655,349.09528,0.8204398,285.42752,321.06058,0.7792431,257.6038,330.20624,0.5962436,305.41003,333.72543,0.7262317,321.33557,367.9979,0.555433,329.3542,317.79266,0.6785534,347.7231,336.92206,1.0,427.0787,256.7556,0.8814042
90,274.74387,344.97482,0.82790077,276.71527,317.9688,0.7056754,252.76,327.23926,0.61323977,302.13232,332.60904,0.747566,319.09637,368.82584,0.5410564,328.71576,317.37006,0.6907774,348.05438,337.5633,1.0,427.0948,256.7548,0.8814327
91,268.55585,342.78107,0.90675133,267.97696,319.3979,0.70100224,248.4287,323.39105,0.70391196,295.50488,332.79895,0.7994704,317.841,368.9181,0.5020381,325.23853,314.2409,0.6094583,345.7562,337.81805,1.0,427.07657,256.78348,0.88288224
92,262.41855,339.74814,1.0,263.03107,316.77744,0.769571,245.06787,319.92175,0.7013057,289.66675,330.03503,0.8682402,310.60748,366.36688,0.56170845,317.38455,308.8386,0.54734266,341.28168,335.54166,0.9159741,427.05536,256.7918,0.8826888
93,258.1585,337.92947,0.9702908,260.83917,312.77737,0.7826774,240.58612,319.06277,0.68300104,286.0974,327.6721,0.77384585,299.65338,367.13623,0.65238565,307.1704,300.6093,0.6501392,339.3598,335.4409,0.91223896,427.0326,256.54694,0.88412297
94,253.19272,337.3968,0.8766836,254.81297,311.19882,0.9015414,235.96472,317.66125,0.7437869,280.5489,325.65894,0.79927593,295.16916,365.6773,0.813604,301.93155,296.12582,0.661119,331.7626,334.66653,1.0,427.05927,259.96063,0.8669756
95,245.98576,334.41364,0.8464698,248.89174,308.85287,0.92043865,227.29967,317.5378,0.7219678,274.89035,325.24783,0.7964162,293.28098,363.09912,0.81311476,301.27307,296.38632,0.7496688,329.66727,333.47134,0.9697794,427.53204,267.43985,0.8513625
