scorer,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30,DLC_Resnet50_VIEBFeb11shuffle2_snapshot_best-30
bodyparts,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,nose,nose,nose,center,center,center,left_hip,left_hip,left_hip,right_hip,right_hip,right_hip,tail_base,tail_base,tail_base,tail_tip,tail_tip,tail_tip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,419.229,94.673225,0.7336973,444.61877,104.82306,0.6985369,444.62466,90.753105,0.4464433,423.22754,127.967896,0.5526997,401.49512,172.24155,0.6157823,456.5901,162.94035,0.6527413,442.77353,198.28696,0.6914094,442.3219,259.13538,0.6813278
1,418.96594,94.752884,0.73456615,444.5607,104.797424,0.69535565,444.49188,90.837326,0.44449735,424.7417,128.32935,0.5531221,401.81003,172.36621,0.6214209,456.20374,162.84746,0.65744376,442.28317,197.9168,0.687664,442.07227,260.9471,0.7241911
2,418.96603,94.7683,0.73538387,444.57382,104.803825,0.69659984,444.5081,90.88353,0.4456559,424.748,128.34761,0.55262995,401.80847,172.39148,0.6211705,456.14984,162.94347,0.65694696,442.26923,197.92213,0.6880841,442.06693,260.93307,0.7224909
3,418.96603,94.770004,0.73530656,444.57193,104.80467,0.69652206,444.50684,90.88073,0.44540486,424.75107,128.34819,0.5524982,401.8077,172.38963,0.6208453,456.146,162.94392,0.6569626,442.27036,197.92232,0.6879207,442.06964,260.93286,0.7225042
4,418.96667,94.76974,0.73536336,444.57312,104.805756,0.69663686,444.50873,90.88032,0.44544402,424.75122,128.34702,0.55259347,401.80814,172.39287,0.62087864,456.14682,162.94302,0.6569834,442.27054,197.92351,0.6879745,442.0672,260.9345,0.7225246
5,418.96667,94.76974,0.73536336,444.57312,104.805756,0.69663686,444.50873,90.88032,0.44544402,424.75122,128.34702,0.55259347,401.80814,172.39287,0.62087864,456.14682,162.94302,0.6569834,442.27054,197.92351,0.6879745,442.0672,260.9345,0.7225246
6,418.96667,94.76974,0.73536336,444.57312,104.805756,0.69663686,444.50873,90.88032,0.44544402,424.75122,128.34702,0.55259347,401.80814,172.39287,0.62087864,456.14682,162.94302,0.6569834,442.27054,197.92351,0.6879745,442.0672,260.9345,0.7225246
7,418.96667,94.76974,0.73536336,444.57312,104.805756,0.69663686,444.50873,90.88032,0.44544402,424.75122,128.34702,0.55259347,401.80814,172.39287,0.62087864,456.14682,162.94302,0.6569834,442.27054,197.92351,0.6879745,442.0672,260.9345,0.7225246
8,418.96667,94.76974,0.73536336,444.57312,104.805756,0.69663686,444.50873,90.88032,0.44544402,424.75122,128.34702,0.55259347,401.80814,172.39287,0.62087864,456.14682,162.94302,0.6569834,442.27054,197.92351,0.6879745,442.0672,260.9345,0.7225246
9,408.4992,108.45646,0.63409704,436.9937,71.776695,0.5800368,438.12454,73.03718,0.29534638,422.55093,133.22469,0.60599947,400.81854,170.62662,0.6481002,455.4891,161.75877,0.59969103,440.10693,191.61781,0.71503013,307.7365,161.94704,0.33623257
10,403.72836,112.099396,0.63091,443.90396,114.74941,0.49868995,432.9317,109.984215,0.26537064,423.01593,135.52037,0.6190416,400.20578,171.6814,0.60751337,455.36447,162.05688,0.62922794,440.85938,190.87895,0.72454494,307.76648,161.96352,0.33895195
11,402.6892,114.94109,0.6455549,442.21027,113.31263,0.59385026,421.64606,75.58441,0.35535276,423.38922,135.0618,0.5949873,399.79172,168.70981,0.5571607,454.6439,164.68881,0.65644836,441.11053,191.83092,0.6885053,307.74628,162.03549,0.32735378
12,401.93753,116.20008,0.6506599,442.0624,113.50327,0.58257717,419.99655,75.62116,0.36756167,423.39914,135.37723,0.59489477,401.16296,168.4389,0.5454455,455.24518,164.16507,0.6508869,440.7161,190.69182,0.67099786,307.63516,162.10403,0.3225292
13,402.11847,117.740425,0.63241744,442.67963,113.54255,0.6063765,419.08304,75.211975,0.40354192,424.56827,135.9771,0.6135031,401.81128,167.76576,0.5448355,454.0133,164.54422,0.6395548,441.64206,190.60008,0.62997764,307.6421,162.10994,0.3233191
14,402.19028,117.29586,0.6132061,441.8416,112.915436,0.62647736,417.8926,73.15851,0.31572542,424.67075,135.8055,0.6251868,401.7837,168.01053,0.5536136,454.17328,163.64749,0.6461642,441.70303,190.81204,0.63557136,307.65768,162.12337,0.3228888
15,402.5688,115.361275,0.6053927,442.15356,110.841866,0.65567607,416.99692,71.47415,0.32215494,424.8616,134.42973,0.5764679,402.1507,166.9511,0.55500466,455.13684,162.70242,0.6913711,441.5498,190.58498,0.6416269,307.66666,162.16353,0.3199162
16,402.22,113.72361,0.66483307,441.39142,107.96408,0.7043618,414.9766,73.36693,0.3365517,423.3314,132.86798,0.61315536,402.21933,166.4307,0.54747725,454.45557,162.2938,0.67193455,441.2179,188.0751,0.62569565,307.65622,162.27672,0.31960064
17,400.71176,111.428734,0.72723234,439.62787,106.95465,0.6218666,417.29327,72.45121,0.31589693,422.06128,131.38829,0.59769106,400.59937,167.01244,0.48707998,454.05646,159.4319,0.582663,441.5547,188.1082,0.64948606,440.36096,230.24219,0.3717759
18,399.39877,109.79656,0.75415874,440.38214,102.33134,0.56914926,417.68857,70.25418,0.477124,422.1572,129.55121,0.6471925,400.4175,166.1976,0.48086178,454.11215,158.22891,0.6225247,440.7283,187.32741,0.6251077,439.996,236.385,0.42310545
