stem,state_0_frac,state_1_frac,state_2_frac,state_3_frac,state_4_frac,state_5_frac,state_6_frac,state_7_frac,state_8_frac,state_9_frac,state_10_frac,state_11_frac,state_12_frac,state_13_frac,state_14_frac,state_15_frac,state_16_frac,state_17_frac,state_18_frac,state_19_frac,state_20_frac,state_21_frac,state_22_frac,state_23_frac,state_24_frac,state_25_frac,state_26_frac,state_27_frac,state_28_frac,state_29_frac,state_30_frac,state_31_frac,state_32_frac,state_33_frac,state_34_frac,state_35_frac,state_36_frac,state_37_frac,state_38_frac,state_39_frac,state_40_frac,state_41_frac,state_42_frac,state_43_frac,state_44_frac,state_45_frac,state_46_frac,state_47_frac,state_48_frac,state_49_frac,state_50_frac,state_51_frac,state_52_frac,state_53_frac,state_54_frac,state_55_frac,state_56_frac,state_57_frac,state_58_frac,state_59_frac,state_60_frac,state_61_frac,state_62_frac,state_63_frac,state_64_frac,state_65_frac,state_66_frac,state_67_frac,filename,date,box,experiment,day,context,no_shock,animal_id,fear
20241118_Box_1_CFD_Day_3_(Context_B)_9013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052763819095477386,0.0,0.0,0.0,0.035175879396984924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10678391959798995,0.0,0.0,0.0,0.06281407035175879,0.0,0.0,0.0,0.0,0.0,0.0,0.002512562814070352,0.0,0.0,0.0,0.0,0.0,0.3103015075376884,0.0364321608040201,0.0,0.0,0.16080402010050251,0.026381909547738693,0.002512562814070352,0.0,0.0,0.13316582914572864,0.0,0.001256281407035176,0.018844221105527637,0.001256281407035176,0.013819095477386936,0.03015075376884422,0.005025125628140704,20241118_Box_1_CFD_Day_3_(Context_B)_9013.mp4,20241118,1,CFD,3,B,no,9013,
20241118_Box_1_CFD_Day_3_(Context_B)_9015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03644158628081458,0.0,0.0,0.0,0.0,0.0,0.0,0.0010718113612004287,0.0,0.0,0.0,0.0,0.027867095391211148,0.0,0.0,0.31511254019292606,0.0,0.0,0.0,0.0,0.0,0.0,0.010718113612004287,0.02465166130760986,0.0,0.0,0.0,0.05144694533762058,0.0,0.0,0.0,0.06966773847802786,0.0,0.0,0.0010718113612004287,0.0,0.010718113612004287,0.0,0.010718113612004287,0.0,0.0,0.0,0.0,0.0,0.0,0.3097534833869239,0.0,0.0,0.01822079314040729,0.0,0.0010718113612004287,0.0,0.0021436227224008574,0.031082529474812434,0.0021436227224008574,0.0,0.03858520900321544,0.0,0.0,0.03322615219721329,0.004287245444801715,20241118_Box_1_CFD_Day_3_(Context_B)_9015.mp4,20241118,1,CFD,3,B,no,9015,
20241118_Box_2_CFD_Day_3_(Context_A)_9002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241118_Box_2_CFD_Day_3_(Context_A)_9002.mp4,20241118,2,CFD,3,A,no,9002,
20241118_Box_2_CFD_Day_3_(Context_A)_9004,0.0,0.0,0.0,0.0002610966057441253,0.0,0.0,0.0,0.0,0.000783289817232376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9093994778067885,0.0,0.0,0.0018276762402088772,0.0,0.0,0.0,0.0,0.0,0.0020887728459530026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00835509138381201,0.0,0.0,0.0,0.0,0.0,0.0005221932114882506,0.008093994778067885,0.000783289817232376,0.007832898172323759,0.02114882506527415,0.0,0.016971279373368148,0.0002610966057441253,0.0013054830287206266,0.0,0.0013054830287206266,0.009921671018276762,0.0,0.0005221932114882506,0.0018276762402088772,0.0018276762402088772,0.0,0.003133159268929504,0.0018276762402088772,20241118_Box_2_CFD_Day_3_(Context_A)_9004.mp4,20241118,2,CFD,3,A,no,9004,
20241118_Box_2_CFD_Day_3_(Context_A)_9006,0.0,0.0,0.0,0.0,0.0,0.0,0.017958826106000875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46473937801138854,0.0,0.0,0.0,0.0,0.0,0.0,0.006570302233902759,0.017082785808147174,0.0,0.0017520805957074025,0.0,0.006132282084975909,0.0,0.0,0.0,0.0,0.0,0.0008760402978537013,0.0,0.0,0.02146298729741568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04862023653088042,0.0,0.0004380201489268506,0.0,0.002190100744634253,0.012264564169951819,0.0008760402978537013,0.0,0.0,0.030661410424879545,0.003942181340341655,0.11388523872098116,0.0,0.11300919842312747,0.00700832238282961,0.009198423127463863,0.10862899693385895,0.012702584318878668,20241118_Box_2_CFD_Day_3_(Context_A)_9006.mp4,20241118,2,CFD,3,A,no,9006,
20241118_Box_2_CFD_Day_3_(Context_B)_9014,0.0014044943820224719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24367977528089887,0.0,0.0028089887640449437,0.0,0.36797752808988765,0.0014044943820224719,0.12780898876404495,0.0,0.0,0.0,0.01544943820224719,0.0,0.0,0.0,0.0,0.01544943820224719,0.0,0.05758426966292135,0.0,0.0,0.0,0.0,0.03581460674157303,0.004213483146067416,0.0,0.0,0.0,0.04424157303370786,0.0007022471910112359,0.0,0.009129213483146067,0.0028089887640449437,0.03160112359550562,0.0014044943820224719,0.0,0.0028089887640449437,0.0014044943820224719,0.016151685393258428,0.013342696629213483,0.0028089887640449437,20241118_Box_2_CFD_Day_3_(Context_B)_9014.mp4,20241118,2,CFD,3,B,no,9014,
20241118_Box_2_CFD_Day_3_(Context_B)_9016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020036429872495445,0.0,0.0,0.0,0.007285974499089253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32604735883424407,0.0018214936247723133,0.0,0.0,0.1493624772313297,0.1766848816029144,0.030965391621129327,0.0,0.0018214936247723133,0.18579234972677597,0.0,0.01639344262295082,0.0273224043715847,0.0018214936247723133,0.0,0.04007285974499089,0.014571948998178506,20241118_Box_2_CFD_Day_3_(Context_B)_9016.mp4,20241118,2,CFD,3,B,no,9016,
20241119_Box_1_CFD_Day_4_(Context_A)_9001,0.0,0.0,0.0,0.0,0.0,0.20953933958418264,0.0,0.0,0.0,0.0,0.44639217284957194,0.0,0.0,0.0,0.0,0.003261312678353037,0.0,0.0,0.0,0.0,0.004891969017529555,0.0,0.0,0.0,0.0,0.0,0.0,0.0077456176110884635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008153281695882593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22258459029759478,0.0,0.0,0.00040766408479412964,0.00040766408479412964,0.0,0.061149612719119444,0.0,0.0,0.00040766408479412964,0.006522625356706074,0.016306563391765186,0.0,0.008968609865470852,0.003261312678353037,20241119_Box_1_CFD_Day_4_(Context_A)_9001.mp4,20241119,1,CFD,4,A,no,9001,
20241119_Box_1_CFD_Day_4_(Context_A)_9003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006987863184994484,0.0,0.0,0.0,0.7653549098933431,0.0,0.0,0.002942258183155572,0.009930121368150056,0.0,0.0,0.0051489518205222505,0.0,0.0,0.002206693637366679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011033468186833395,0.0,0.0,0.0,0.0,0.0033100404560500183,0.0,0.04266274365575579,0.0,0.01250459727841118,0.0261125413755057,0.015079073188672305,0.03493931592497242,0.0,0.016917984553144538,0.05479955866127253,20241119_Box_1_CFD_Day_4_(Context_A)_9003.mp4,20241119,1,CFD,4,A,no,9003,
20241119_Box_1_CFD_Day_4_(Context_A)_9005,0.0,0.0,0.0,0.0,0.0,0.0,0.16877256317689532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021660649819494584,0.0,0.0,0.11101083032490974,0.0,0.0,0.0,0.0,0.005415162454873646,0.0315884476534296,0.26263537906137185,0.01263537906137184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02527075812274368,0.0,0.0,0.03700361010830325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011732851985559567,0.009025270758122744,0.10830324909747292,0.033393501805054154,0.0,0.0388086642599278,0.0,0.0,0.0,0.0018050541516245488,0.07310469314079422,0.0,0.0,0.017148014440433214,0.005415162454873646,0.0,0.017148014440433214,0.008122743682310469,20241119_Box_1_CFD_Day_4_(Context_A)_9005.mp4,20241119,1,CFD,4,A,no,9005,
20241119_Box_1_CFD_Day_4_(Context_A)_9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9593345656192237,0.0,0.0,0.0,0.008009858287122612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012322858903265558,0.0,0.0,0.0,0.0018484288354898336,0.0,0.0,0.02341343191620456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018484288354898336,0.0,0.0,0.004313000616142945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241119_Box_1_CFD_Day_4_(Context_A)_9007.mp4,20241119,1,CFD,4,A,no,9007,
20241119_Box_1_CFD_Day_4_(Context_A)_9009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024128686327077747,0.0,0.0,0.0,0.0,0.0,0.0,0.0013404825737265416,0.0,0.0,0.0,0.0,0.0,0.005361930294906166,0.09249329758713137,0.03753351206434316,0.0,0.0,0.0,0.0,0.0,0.064343163538874,0.0,0.0,0.0,0.3297587131367292,0.0,0.0,0.0,0.0,0.0,0.0,0.01876675603217158,0.0,0.0,0.0,0.0,0.006702412868632708,0.0,0.0,0.0013404825737265416,0.064343163538874,0.01742627345844504,0.01742627345844504,0.01742627345844504,0.0,0.01876675603217158,0.2828418230563003,20241119_Box_1_CFD_Day_4_(Context_A)_9009.mp4,20241119,1,CFD,4,A,no,9009,
20241119_Box_1_CFD_Day_4_(Context_A)_9011,0.0,0.0,0.0,0.0,0.0,0.011703511053315995,0.0,0.0,0.0,0.0,0.018205461638491547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032509752925877766,0.0,0.0,0.0,0.0,0.0,0.0,0.02080624187256177,0.0,0.033810143042912875,0.08712613784135241,0.0,0.0,0.0,0.0,0.0013003901170351106,0.0,0.0,0.1755526657997399,0.0,0.0,0.05851755526657997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07802340702210664,0.03901170351105332,0.0013003901170351106,0.2535760728218466,0.0,0.011703511053315995,0.0,0.010403120936280884,0.0,0.0,0.10923276983094929,0.02340702210663199,0.002600780234070221,0.007802340702210663,0.0,0.002600780234070221,0.011703511053315995,0.009102730819245773,20241119_Box_1_CFD_Day_4_(Context_A)_9011.mp4,20241119,1,CFD,4,A,no,9011,
20241119_Box_1_CFD_Day_4_(Context_A)_9013,0.0,0.0,0.0,0.0,0.0,0.0,0.004122766834631242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012368300503893724,0.0,0.0,0.0,0.0,0.0,0.0,0.49381584974805315,0.0,0.3092075125973431,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009161704076958314,0.0,0.0018323408153916628,0.0,0.0,0.0,0.0,0.0,0.0,0.0036646816307833257,0.0,0.0,0.004122766834631242,0.0,0.06596426935409987,0.0036646816307833257,0.0004580852038479157,0.0,0.001374255611543747,0.0,0.03481447549244159,0.0018323408153916628,0.007329363261566651,0.0009161704076958314,0.001374255611543747,0.007787448465414567,0.009161704076958314,20241119_Box_1_CFD_Day_4_(Context_A)_9013.mp4,20241119,1,CFD,4,A,no,9013,
20241119_Box_1_CFD_Day_4_(Context_A)_9015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8360995850622407,0.0,0.0,0.0,0.045228215767634854,0.0,0.0,0.0,0.0,0.0,0.002904564315352697,0.0,0.0,0.0004149377593360996,0.0,0.0,0.0,0.0004149377593360996,0.0,0.0,0.0,0.0,0.0,0.0,0.018257261410788383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004149377593360996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024896265560165973,0.0,0.03900414937759336,0.0,0.004564315352697096,0.0008298755186721991,0.0,0.04564315352697095,0.0037344398340248964,20241119_Box_1_CFD_Day_4_(Context_A)_9015.mp4,20241119,1,CFD,4,A,no,9015,
20241119_Box_1_CFD_Day_4_(Context_B)_9001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241119_Box_1_CFD_Day_4_(Context_B)_9001.mp4,20241119,1,CFD,4,B,no,9001,
20241119_Box_1_CFD_Day_4_(Context_B)_9003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015916325602546612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006821282401091405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045475216007276033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972714870395635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241119_Box_1_CFD_Day_4_(Context_B)_9003.mp4,20241119,1,CFD,4,B,no,9003,
20241119_Box_1_CFD_Day_4_(Context_B)_9005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016078838174273857,0.0005186721991701245,0.0005186721991701245,0.0,0.0,0.0,0.0,0.0,0.0,0.0720954356846473,0.0,0.026970954356846474,0.0,0.0,0.883298755186722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005186721991701245,0.0,0.0,0.0,0.0,20241119_Box_1_CFD_Day_4_(Context_B)_9005.mp4,20241119,1,CFD,4,B,no,9005,
20241119_Box_1_CFD_Day_4_(Context_B)_9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024529844644317253,0.0,0.0,0.0,0.0,0.0,0.007904061052057782,0.0005451076587626056,0.0,0.0,0.0,0.0002725538293813028,0.0,0.0,0.9888252929953666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241119_Box_1_CFD_Day_4_(Context_B)_9007.mp4,20241119,1,CFD,4,B,no,9007,
20241119_Box_1_CFD_Day_4_(Context_B)_9009,0.9930184804928132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008213552361396304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002874743326488706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012320328542094457,0.0,0.0,0.002053388090349076,0.0,20241119_Box_1_CFD_Day_4_(Context_B)_9009.mp4,20241119,1,CFD,4,B,no,9009,
20241119_Box_1_CFD_Day_4_(Context_B)_9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024740227610094015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999752597723899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241119_Box_1_CFD_Day_4_(Context_B)_9011.mp4,20241119,1,CFD,4,B,no,9011,
20241119_Box_1_CFD_Day_4_(Context_B)_9013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24555532315415185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7544446768458482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241119_Box_1_CFD_Day_4_(Context_B)_9013.mp4,20241119,1,CFD,4,B,no,9013,
20241119_Box_1_CFD_Day_4_(Context_B)_9015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012709710218607015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005083884087442806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005083884087442806,0.0,0.000762582613116421,0.0002541942043721403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002541942043721403,0.0,0.0,0.99644128113879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241119_Box_1_CFD_Day_4_(Context_B)_9015.mp4,20241119,1,CFD,4,B,no,9015,
20241119_Box_2_CFD_Day_4_(Context_A)_9002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007382798080472499,0.04909560723514212,0.0,0.0,0.0,0.0,0.0,0.0,0.0011074197120708748,0.0,0.0,0.0,0.0,0.0,0.0,0.0018456995201181247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017718715393133997,0.0,0.0,0.0,0.0,0.6622369878183831,0.019564414913252122,0.03765227021040975,0.0,0.023624953857511996,0.1864156515319306,20241119_Box_2_CFD_Day_4_(Context_A)_9002.mp4,20241119,2,CFD,4,A,no,9002,
20241119_Box_2_CFD_Day_4_(Context_A)_9004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17498061514603255,0.0002584647195657793,0.0,0.0,0.0,0.0,0.0,0.0005169294391315585,0.0,0.0,0.023778754200051693,0.7831481002843111,0.0,0.0,0.0025846471956577927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005169294391315585,0.0,0.0,0.0,0.0033600413543551306,0.0007753941586973378,0.0,0.01008012406306539,0.0,20241119_Box_2_CFD_Day_4_(Context_A)_9004.mp4,20241119,2,CFD,4,A,no,9004,
20241119_Box_2_CFD_Day_4_(Context_A)_9006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04187669639395114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011632415664986429,0.00038774718883288094,0.0,0.0,0.0,0.0,0.0,0.013571151609150834,0.0,0.0038774718883288098,0.0,0.8774718883288096,0.0,0.0,0.0007754943776657619,0.0,0.0,0.0,0.0019387359441644049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031019775106630478,0.0,0.0,0.025979061651803026,0.0019387359441644049,20241119_Box_2_CFD_Day_4_(Context_A)_9006.mp4,20241119,2,CFD,4,A,no,9006,
20241119_Box_2_CFD_Day_4_(Context_A)_9008,0.0,0.5681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008893280632411068,0.0,0.030632411067193676,0.044466403162055336,0.0,0.09881422924901186,0.0,0.0,0.0,0.0,0.0,0.02865612648221344,0.0,0.0,0.05237154150197629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015810276679841896,0.0,0.0,0.007905138339920948,0.0,0.019762845849802372,0.0,0.001976284584980237,0.0,0.0,0.02766798418972332,0.05237154150197629,0.0009881422924901185,0.004940711462450593,0.0,0.0,0.008893280632411068,0.02766798418972332,20241119_Box_2_CFD_Day_4_(Context_A)_9008.mp4,20241119,2,CFD,4,A,no,9008,
20241119_Box_2_CFD_Day_4_(Context_A)_9010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000744047619047619,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0018601190476190475,0.0,0.0,0.0,0.0,0.0,0.0,0.000744047619047619,0.0,0.0,0.0,0.0,0.0,0.6264880952380952,0.0,0.0,0.0011160714285714285,0.0,0.0,0.0,0.0,0.018229166666666668,0.061755952380952384,0.1171875,0.0,0.053943452380952384,0.039806547619047616,20241119_Box_2_CFD_Day_4_(Context_A)_9010.mp4,20241119,2,CFD,4,A,no,9010,
20241119_Box_2_CFD_Day_4_(Context_A)_9012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7924010967489228,0.0,0.0011750881316098707,0.0,0.0,0.0,0.0,0.0015667841754798276,0.0,0.0007833920877399138,0.0,0.0,0.0,0.0,0.0011750881316098707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011750881316098707,0.0,0.023501762632197415,0.0,0.060712886799843324,0.0003916960438699569,0.0,0.0,0.0,0.0,0.0,0.0,0.08930669800235018,0.0,0.0,0.0003916960438699569,0.0003916960438699569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003916960438699569,0.0007833920877399138,0.0,0.0023501762632197414,0.012925969447708578,0.0019584802193497847,0.0,0.005875440658049354,0.0027418723070896985,20241119_Box_2_CFD_Day_4_(Context_A)_9012.mp4,20241119,2,CFD,4,A,no,9012,
20241119_Box_2_CFD_Day_4_(Context_A)_9014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010830324909747292,0.012033694344163659,0.0,0.048134777376654635,0.0,0.0,0.0,0.0,0.0024067388688327317,0.0,0.13116726835138387,0.0012033694344163659,0.0,0.0,0.0,0.0036101083032490976,0.031287605294825514,0.0,0.0,0.0024067388688327317,0.0,0.0,0.0,0.0,0.006016847172081829,0.0012033694344163659,0.20216606498194944,0.0,0.0,0.013237063778580024,0.0,0.049338146811071,0.0,0.044524669073405534,0.0,0.0,0.0024067388688327317,0.0024067388688327317,0.013237063778580024,0.14921780986762936,0.015643802647412757,0.02527075812274368,0.1407942238267148,0.0036101083032490976,0.018050541516245487,0.026474127557160047,0.0,0.02045728038507822,0.02286401925391095,20241119_Box_2_CFD_Day_4_(Context_A)_9014.mp4,20241119,2,CFD,4,A,no,9014,
20241119_Box_2_CFD_Day_4_(Context_A)_9016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323960880195599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6674816625916871,0.0,0.0,0.0,0.0,0.0,0.16809290953545233,0.0,0.0006112469437652812,0.0,0.0,0.0006112469437652812,0.0006112469437652812,0.0006112469437652812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.009779951100244499,0.0,0.0,0.0,0.0,0.0323960880195599,0.0,0.0,0.0,0.0,0.0,0.0,0.0006112469437652812,0.0,0.017726161369193152,0.003056234718826406,0.0,0.0,0.01039119804400978,0.030562347188264057,0.0,0.018337408312958436,0.004278728606356968,20241119_Box_2_CFD_Day_4_(Context_A)_9016.mp4,20241119,2,CFD,4,A,no,9016,
20241119_Box_2_CFD_Day_4_(Context_B)_9002,0.0,0.0,0.0,0.0,0.870420362514462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007713073659853452,0.0,0.0015426147319706903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010798303123794832,0.034708831469340534,0.0,0.0003856536829926726,0.042421905129193985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019282684149633628,0.0,0.0,0.0,0.0,0.015426147319706903,0.0011569610489780178,0.0,0.0,0.01195526417277285,0.0,0.0003856536829926726,0.0011569610489780178,0.0,0.0015426147319706903,0.005013497878904744,0.0003856536829926726,20241119_Box_2_CFD_Day_4_(Context_B)_9002.mp4,20241119,2,CFD,4,B,no,9002,
