stem,state_0_frac,state_1_frac,state_2_frac,state_3_frac,state_4_frac,state_5_frac,state_6_frac,state_7_frac,state_8_frac,state_9_frac,state_10_frac,state_11_frac,state_12_frac,state_13_frac,state_14_frac,state_15_frac,state_16_frac,state_17_frac,state_18_frac,state_19_frac,state_20_frac,state_21_frac,state_22_frac,state_23_frac,state_24_frac,state_25_frac,state_26_frac,state_27_frac,state_28_frac,state_29_frac,state_30_frac,state_31_frac,state_32_frac,state_33_frac,state_34_frac,state_35_frac,state_36_frac,state_37_frac,state_38_frac,state_39_frac,state_40_frac,state_41_frac,state_42_frac,state_43_frac,state_44_frac,state_45_frac,state_46_frac,state_47_frac,state_48_frac,state_49_frac,state_50_frac,state_51_frac,state_52_frac,state_53_frac,state_54_frac,state_55_frac,state_56_frac,state_57_frac,state_58_frac,state_59_frac,state_60_frac,state_61_frac,state_62_frac,state_63_frac,state_64_frac,state_65_frac,state_66_frac,state_67_frac,filename,date,box,experiment,day,context,no_shock,animal_id,fear
"20241114_Box_2_CFC_Day_1_(Context_A,_No_Shock)_9012",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013686131386861315,0.0,0.0,0.002737226277372263,0.3731751824817518,0.18613138686131386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058394160583941604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008211678832116789,0.010036496350364963,0.05748175182481752,0.009124087591240875,0.08667883211678833,0.04288321167883212,0.014598540145985401,0.0,0.0018248175182481751,0.037408759124087594,0.029197080291970802,0.0,0.04470802919708029,0.023722627737226276,"20241114_Box_2_CFC_Day_1_(Context_A,_No_Shock)_9012.mp4",20241114,2,CFC,1,A,yes,9012,
"20241114_Box_2_CFC_Day_1_(Context_A,_No_Shock)_9014",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20241114_Box_2_CFC_Day_1_(Context_A,_No_Shock)_9014.mp4",20241114,2,CFC,1,A,yes,9014,
"20241114_Box_2_CFC_Day_1_(Context_A,_No_Shock)_9016",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20241114_Box_2_CFC_Day_1_(Context_A,_No_Shock)_9016.mp4",20241114,2,CFC,1,A,yes,9016,
20241115_Box_1_CFC_Day_2_(Context_C)_9001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13202247191011235,0.0,0.0,0.0,0.0,0.0,0.0014044943820224719,0.0,0.0,0.0,0.0,0.0,0.09410112359550561,0.008426966292134831,0.0014044943820224719,0.007022471910112359,0.0,0.24578651685393257,0.033707865168539325,0.12078651685393259,0.0,0.007022471910112359,0.042134831460674156,0.0,0.004213483146067416,0.08146067415730338,0.019662921348314606,0.023876404494382022,0.07584269662921349,0.10112359550561797,20241115_Box_1_CFC_Day_2_(Context_C)_9001.mp4,20241115,1,CFC,2,C,no,9001,
20241115_Box_1_CFC_Day_2_(Context_C)_9003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009474590869939707,0.0,0.0,0.0,0.0,0.0,0.0,0.004306632213608958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047372954349698536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04478897502153316,0.13178294573643412,0.0,0.0,0.0,0.35486649440137813,0.09043927648578812,0.006029285099052541,0.0,0.0,0.13867355727820843,0.01808785529715762,0.0068906115417743325,0.007751937984496124,0.0,0.09646856158484066,0.01808785529715762,0.024978466838931956,20241115_Box_1_CFC_Day_2_(Context_C)_9003.mp4,20241115,1,CFC,2,C,no,9003,
20241115_Box_1_CFC_Day_2_(Context_C)_9005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_1_CFC_Day_2_(Context_C)_9005.mp4,20241115,1,CFC,2,C,no,9005,
20241115_Box_1_CFC_Day_2_(Context_C)_9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_1_CFC_Day_2_(Context_C)_9007.mp4,20241115,1,CFC,2,C,no,9007,
20241115_Box_1_CFC_Day_2_(Context_C)_9009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_1_CFC_Day_2_(Context_C)_9009.mp4,20241115,1,CFC,2,C,no,9009,
20241115_Box_1_CFC_Day_2_(Context_C)_9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027247956403269755,0.0,0.0,0.0,0.0,0.0,0.0,0.02997275204359673,0.0,0.0,0.0,0.0,0.0,0.01907356948228883,0.0,0.0,0.0,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0,0.06267029972752043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005449591280653951,0.043596730245231606,0.01634877384196185,0.0,0.0027247956403269754,0.0,0.08991825613079019,0.05449591280653951,0.0,0.02452316076294278,0.027247956403269755,0.06267029972752043,0.05994550408719346,0.08719346049046321,0.0,0.10354223433242507,0.15258855585831063,0.12806539509536785,20241115_Box_1_CFC_Day_2_(Context_C)_9011.mp4,20241115,1,CFC,2,C,no,9011,
20241115_Box_1_CFC_Day_2_(Context_C)_9013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016100178890876567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13059033989266547,0.0,0.0,0.1073345259391771,0.0017889087656529517,0.26475849731663686,0.0,0.04293381037567084,0.07513416815742398,0.0017889087656529517,0.01967799642218247,0.10912343470483005,0.02146690518783542,0.005366726296958855,0.09302325581395349,0.11091234347048301,20241115_Box_1_CFC_Day_2_(Context_C)_9013.mp4,20241115,1,CFC,2,C,no,9013,
20241115_Box_1_CFC_Day_2_(Context_C)_9015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025925925925925925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.03518518518518519,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.06296296296296296,0.0,0.005555555555555556,0.005555555555555556,0.0,0.11296296296296296,0.0,0.18888888888888888,0.09814814814814815,0.003703703703703704,0.007407407407407408,0.09259259259259259,0.018518518518518517,0.0,0.1037037037037037,0.17407407407407408,20241115_Box_1_CFC_Day_2_(Context_C)_9015.mp4,20241115,1,CFC,2,C,no,9015,
20241115_Box_2_CFC_Day_2_(Context_C)_9002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003443526170798898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0030991735537190084,0.0,0.0,0.0,0.015495867768595042,0.0,0.0,0.9500688705234159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003443526170798898,0.0,0.0,0.0,0.0003443526170798898,20241115_Box_2_CFC_Day_2_(Context_C)_9002.mp4,20241115,2,CFC,2,C,no,9002,
20241115_Box_2_CFC_Day_2_(Context_C)_9004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_2_CFC_Day_2_(Context_C)_9004.mp4,20241115,2,CFC,2,C,no,9004,
20241115_Box_2_CFC_Day_2_(Context_C)_9006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016012810248198558,0.0,0.0,0.0,0.0,0.0,0.0,0.0018681611956231651,0.0,0.0,0.0,0.0005337603416066186,0.0,0.0,0.9959967974379503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_2_CFC_Day_2_(Context_C)_9006.mp4,20241115,2,CFC,2,C,no,9006,
20241115_Box_2_CFC_Day_2_(Context_C)_9008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004424778761061947,0.0,0.0,0.0,0.00663716814159292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.004424778761061947,0.015486725663716814,0.0,0.017699115044247787,0.08185840707964602,0.01991150442477876,0.18805309734513273,0.0,0.13495575221238937,0.09292035398230089,0.0,0.004424778761061947,0.10176991150442478,0.07300884955752213,0.0022123893805309734,0.10176991150442478,0.11504424778761062,20241115_Box_2_CFC_Day_2_(Context_C)_9008.mp4,20241115,2,CFC,2,C,no,9008,
20241115_Box_2_CFC_Day_2_(Context_C)_9010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_2_CFC_Day_2_(Context_C)_9010.mp4,20241115,2,CFC,2,C,no,9010,
20241115_Box_2_CFC_Day_2_(Context_C)_9012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002576655501159495,0.0,0.0,0.0,0.0,0.0,0.0,0.0002576655501159495,0.0,0.0,0.0,0.002061324400927596,0.0,0.0,0.9974233444988405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_2_CFC_Day_2_(Context_C)_9012.mp4,20241115,2,CFC,2,C,no,9012,
20241115_Box_2_CFC_Day_2_(Context_C)_9014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014114326040931546,0.0,0.0,0.998353328628558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002352387673488591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_2_CFC_Day_2_(Context_C)_9014.mp4,20241115,2,CFC,2,C,no,9014,
20241115_Box_2_CFC_Day_2_(Context_C)_9016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241115_Box_2_CFC_Day_2_(Context_C)_9016.mp4,20241115,2,CFC,2,C,no,9016,
20241118_Box_1_CFD_Day_3_(Context_A)_9001,0.0,0.0,0.0,0.0,0.007627765064836003,0.0,0.05415713196033562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04424103737604882,0.0,0.0,0.0,0.0,0.0,0.0,0.02745995423340961,0.0,0.0015255530129672007,0.4652936689549962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06864988558352403,0.0015255530129672007,0.0007627765064836003,0.0,0.0,0.029748283752860413,0.002288329519450801,0.011441647597254004,0.0,0.0,0.02212051868802441,0.13653699466056446,0.0015255530129672007,0.006864988558352402,0.011441647597254004,0.016781083142639208,0.008390541571319604,0.02364607170099161,20241118_Box_1_CFD_Day_3_(Context_A)_9001.mp4,20241118,1,CFD,3,A,no,9001,
20241118_Box_1_CFD_Day_3_(Context_A)_9003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241118_Box_1_CFD_Day_3_(Context_A)_9003.mp4,20241118,1,CFD,3,A,no,9003,
20241118_Box_1_CFD_Day_3_(Context_A)_9005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01413292589763178,0.0,0.0,0.037815126050420166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001145912910618793,0.0007639419404125286,0.0,0.0,0.00267379679144385,0.001145912910618793,0.7780748663101604,0.001145912910618793,0.006875477463712758,0.0,0.0,0.019098548510313215,0.0,0.05767761650114591,0.0,0.0106951871657754,0.0,0.0,0.004201680672268907,0.0,0.0007639419404125286,0.0,0.0,0.0,0.0,0.022536287242169595,0.0003819709702062643,0.0,0.0,0.0003819709702062643,0.02559205500381971,0.0,0.0,0.0,0.0,0.0,0.01413292589763178,0.0007639419404125286,20241118_Box_1_CFD_Day_3_(Context_A)_9005.mp4,20241118,1,CFD,3,A,no,9005,
20241118_Box_1_CFD_Day_3_(Context_A)_9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022304832713754648,0.0052044609665427505,0.0,0.0,0.0,0.31524163568773234,0.0,0.0,0.04460966542750929,0.006691449814126394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038661710037174724,0.0,0.008178438661710037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38438661710037175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011895910780669145,0.07211895910780669,0.001486988847583643,0.02973977695167286,0.0037174721189591076,0.0,0.0379182156133829,0.0379182156133829,20241118_Box_1_CFD_Day_3_(Context_A)_9007.mp4,20241118,1,CFD,3,A,no,9007,
20241118_Box_1_CFD_Day_3_(Context_A)_9009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03402187120291616,0.0,0.0,0.0,0.0,0.05710814094775213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09234507897934387,0.0,0.0,0.15188335358444716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032806804374240585,0.0,0.0,0.004860267314702308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13608748481166463,0.004860267314702308,0.0036452004860267314,0.04738760631834751,0.0,0.06439854191980558,0.16403402187120292,0.010935601458080195,0.0,0.0,0.040097205346294046,0.0,0.0,0.020656136087484813,0.009720534629404616,0.08140947752126367,0.027946537059538274,0.015795868772782502,20241118_Box_1_CFD_Day_3_(Context_A)_9009.mp4,20241118,1,CFD,3,A,no,9009,
20241118_Box_1_CFD_Day_3_(Context_A)_9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02214022140221402,0.0,0.0,0.0018450184501845018,0.0,0.0018450184501845018,0.02029520295202952,0.05350553505535055,0.06273062730627306,0.0,0.2915129151291513,0.0,0.0,0.02952029520295203,0.0,0.0940959409594096,0.0,0.09040590405904059,0.0,0.0,0.03136531365313653,0.0,0.014760147601476014,0.0,0.07564575645756458,0.0,0.0,0.0,0.007380073800738007,0.0,0.0,0.012915129151291513,0.08856088560885608,0.0018450184501845018,0.01107011070110701,0.016605166051660517,0.01107011070110701,0.005535055350553505,0.04797047970479705,0.007380073800738007,20241118_Box_1_CFD_Day_3_(Context_A)_9011.mp4,20241118,1,CFD,3,A,no,9011,
20241118_Box_1_CFD_Day_3_(Context_A)_9013,0.0,0.0,0.0,0.0,0.0,0.0,0.0076677316293929714,0.0,0.0,0.0,0.0,0.3035143769968051,0.28306709265175717,0.0,0.0,0.0,0.02428115015974441,0.0,0.0,0.0,0.0,0.0,0.0,0.19233226837060702,0.0,0.0,0.0,0.0,0.0,0.0038338658146964857,0.0523961661341853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010862619808306708,0.0,0.0,0.0038338658146964857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006389776357827476,0.007028753993610224,0.0012779552715654952,0.0,0.0268370607028754,0.0,0.0,0.0,0.0,0.0645367412140575,0.0,0.0,0.0012779552715654952,0.0,0.0076677316293929714,0.003194888178913738,0.0,20241118_Box_1_CFD_Day_3_(Context_A)_9013.mp4,20241118,1,CFD,3,A,no,9013,
20241118_Box_1_CFD_Day_3_(Context_A)_9015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475103734439834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014522821576763486,0.05912863070539419,0.11410788381742738,0.07987551867219916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061203319502074686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03941908713692946,0.0,0.0,0.0,0.0,0.01970954356846473,0.0,0.0,0.0,0.002074688796680498,0.06327800829875518,0.03734439834024896,0.0,0.0031120331950207467,0.0,0.016597510373443983,0.011410788381742738,0.0031120331950207467,20241118_Box_1_CFD_Day_3_(Context_A)_9015.mp4,20241118,1,CFD,3,A,no,9015,
20241118_Box_1_CFD_Day_3_(Context_B)_9001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01867572156196944,0.0,0.0,0.0,0.0,0.0,0.006791171477079796,0.0,0.0,0.0,0.4473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.001697792869269949,0.0,0.0,0.0,0.0,0.02037351443123939,0.2300509337860781,0.0,0.0,0.0,0.06876061120543293,0.02037351443123939,0.011035653650254669,0.0,0.0,0.0831918505942275,0.008488964346349746,0.0,0.0050933786078098476,0.004244482173174873,0.044142614601018676,0.027164685908319185,0.0025466893039049238,20241118_Box_1_CFD_Day_3_(Context_B)_9001.mp4,20241118,1,CFD,3,B,no,9001,
20241118_Box_1_CFD_Day_3_(Context_B)_9003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241118_Box_1_CFD_Day_3_(Context_B)_9003.mp4,20241118,1,CFD,3,B,no,9003,
20241118_Box_1_CFD_Day_3_(Context_B)_9005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241118_Box_1_CFD_Day_3_(Context_B)_9005.mp4,20241118,1,CFD,3,B,no,9005,
20241118_Box_1_CFD_Day_3_(Context_B)_9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015247108307045216,0.0,0.0,0.0,0.0,0.0,0.0005257623554153522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8932702418506835,0.0,0.054679284963196635,0.0,0.0,0.0,0.0,0.0005257623554153522,0.0,0.0010515247108307045,0.0,0.0,0.013144058885383806,0.0,0.0,0.0,0.0,0.0005257623554153522,0.006309148264984227,0.0,0.0031545741324921135,0.0005257623554153522,0.0,0.0057833859095688745,0.005257623554153523,20241118_Box_1_CFD_Day_3_(Context_B)_9007.mp4,20241118,1,CFD,3,B,no,9007,
20241118_Box_1_CFD_Day_3_(Context_B)_9009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20241118_Box_1_CFD_Day_3_(Context_B)_9009.mp4,20241118,1,CFD,3,B,no,9009,
20241118_Box_1_CFD_Day_3_(Context_B)_9011,0.0,0.0,0.0,0.0,0.0,0.0,0.25936599423631124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001440922190201729,0.001440922190201729,0.0,0.0,0.0,0.0,0.1138328530259366,0.0,0.001440922190201729,0.0,0.0,0.0,0.03025936599423631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05763688760806916,0.0,0.15273775216138327,0.0,0.0,0.0,0.0,0.01729106628242075,0.002881844380403458,0.0,0.0,0.004322766570605188,0.012968299711815562,0.0,0.0,0.0,0.0,0.04610951008645533,0.027377521613832854,0.004322766570605188,0.07780979827089338,0.023054755043227664,0.0,0.11959654178674352,0.04610951008645533,20241118_Box_1_CFD_Day_3_(Context_B)_9011.mp4,20241118,1,CFD,3,B,no,9011,
