,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9
State_0,0.8171140939597316,0.11241610738255034,0.01929530201342282,0.0041946308724832215,0.00587248322147651,0.0,0.003355704697986577,0.010067114093959731,0.026845637583892617,0.0008389261744966443
State_1,0.09279141104294479,0.7576687116564417,0.0352760736196319,0.02607361963190184,0.009202453987730062,0.0007668711656441718,0.009202453987730062,0.027607361963190184,0.03834355828220859,0.003067484662576687
State_2,0.056530214424951264,0.07992202729044834,0.7797270955165692,0.011695906432748537,0.037037037037037035,0.0,0.0,0.01949317738791423,0.005847953216374269,0.009746588693957114
State_3,0.014925373134328358,0.18407960199004975,0.014925373134328358,0.7064676616915423,0.009950248756218905,0.01990049751243781,0.0,0.0,0.04975124378109453,0.0
State_4,0.022900763358778626,0.017811704834605598,0.06870229007633588,0.005089058524173028,0.8269720101781171,0.0,0.017811704834605598,0.022900763358778626,0.005089058524173028,0.01272264631043257
State_5,0.0,0.0,0.0,0.025806451612903226,0.0,0.6967741935483871,0.0,0.0,0.27741935483870966,0.0
State_6,0.008547008547008548,0.008547008547008548,0.0,0.0,0.00641025641025641,0.0,0.9540598290598291,0.018162393162393164,0.004273504273504274,0.0
State_7,0.010887772194304857,0.024288107202680067,0.005025125628140704,0.0,0.011725293132328308,0.0,0.01423785594639866,0.923785594639866,0.0016750418760469012,0.008375209380234505
State_8,0.11258278145695365,0.17880794701986755,0.006622516556291391,0.023178807947019868,0.013245033112582781,0.1390728476821192,0.006622516556291391,0.0,0.5165562913907285,0.0033112582781456954
State_9,0.009009009009009009,0.05405405405405406,0.05405405405405406,0.009009009009009009,0.036036036036036036,0.0,0.009009009009009009,0.06306306306306306,0.0,0.7657657657657657
