,State_0,State_1,State_2,State_3
State_0,0.9479166666666666,0.010416666666666666,0.041666666666666664,0.0
State_1,0.00036832412523020257,0.9815837937384899,0.004788213627992633,0.013259668508287293
State_2,0.0027573529411764708,0.02022058823529412,0.9540441176470589,0.02297794117647059
State_3,0.00041649312786339027,0.011661807580174927,0.013744273219491879,0.9741774260724698
