state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.1029995238850976,21.633333333333333,59,0.36666666666666664
state_1,0.16346611648944612,34.333333333333336,79,0.4345991561181435
state_2,0.1704491350579273,35.8,45,0.7955555555555556
state_3,0.13172512299634978,27.666666666666668,98,0.282312925170068
state_4,0.16775115061101412,35.233333333333334,37,0.9522522522522523
state_5,0.019203301063323283,4.033333333333333,8,0.5041666666666667
state_6,0.10966513251864783,23.033333333333335,74,0.3112612612612613
state_7,0.041580701475956196,8.733333333333333,39,0.22393162393162394
state_8,0.025392794794477067,5.333333333333333,24,0.22222222222222224
state_9,0.06776702110776067,14.233333333333333,63,0.22592592592592592
