state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.4036356891114821,72.53333333333333,15,4.835555555555556
state_1,0.19959191244667038,35.86666666666667,50,0.7173333333333333
state_2,0.024114264514932295,4.333333333333333,33,0.13131313131313133
state_3,0.011686143572621035,2.1,9,0.23333333333333334
state_4,0.10888517900204044,19.566666666666666,67,0.29203980099502486
state_5,0.04804303468744203,8.633333333333333,40,0.21583333333333332
state_6,0.02856612873307364,5.133333333333334,15,0.34222222222222226
state_7,0.036356891114820995,6.533333333333333,12,0.5444444444444444
state_8,0.03728436282693378,6.7,27,0.24814814814814815
state_9,0.010573177518085699,1.9,5,0.38
state_10,0.012242626599888704,2.2,15,0.14666666666666667
state_11,0.0790205898720089,14.2,59,0.24067796610169492
