,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9931066176470589,0.0,0.001838235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00505514705882353
State_1,0.0,0.9535315985130112,0.0,0.0,0.039962825278810406,0.004646840148698885,0.0,0.0,0.0018587360594795538,0.0,0.0,0.0
State_2,0.038461538461538464,0.0,0.7461538461538462,0.0,0.007692307692307693,0.06153846153846154,0.03076923076923077,0.007692307692307693,0.007692307692307693,0.0,0.007692307692307693,0.09230769230769231
State_3,0.0,0.0,0.015873015873015872,0.8571428571428571,0.0,0.0,0.0,0.07936507936507936,0.0,0.0,0.0,0.047619047619047616
State_4,0.0,0.07508532423208192,0.0017064846416382253,0.0,0.8873720136518771,0.006825938566552901,0.0017064846416382253,0.0,0.01877133105802048,0.0,0.005119453924914676,0.0034129692832764505
State_5,0.0,0.019305019305019305,0.007722007722007722,0.0,0.02702702702702703,0.8455598455598455,0.007722007722007722,0.0,0.007722007722007722,0.0,0.03088803088803089,0.05405405405405406
State_6,0.0,0.0,0.025974025974025976,0.0,0.006493506493506494,0.012987012987012988,0.9025974025974026,0.0,0.012987012987012988,0.0,0.006493506493506494,0.032467532467532464
State_7,0.0,0.0,0.00510204081632653,0.025510204081632654,0.0,0.0,0.00510204081632653,0.9387755102040817,0.00510204081632653,0.015306122448979591,0.0,0.00510204081632653
State_8,0.0,0.004975124378109453,0.0,0.0,0.05472636815920398,0.009950248756218905,0.004975124378109453,0.009950248756218905,0.8656716417910447,0.004975124378109453,0.0,0.04477611940298507
State_9,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.05263157894736842,0.017543859649122806,0.9122807017543859,0.0,0.0
State_10,0.0,0.0,0.0,0.0,0.045454545454545456,0.15151515151515152,0.0,0.0,0.0,0.0,0.7727272727272727,0.030303030303030304
State_11,0.023474178403755867,0.0,0.04460093896713615,0.009389671361502348,0.002347417840375587,0.02112676056338028,0.011737089201877934,0.002347417840375587,0.01643192488262911,0.002347417840375587,0.004694835680751174,0.8615023474178404
