,State_0,State_1,State_2,State_3,State_4,State_5
State_0,0.9897107897664071,0.00389321468298109,0.004171301446051168,0.0016685205784204673,0.00027808676307007786,0.00027808676307007786
State_1,0.035916824196597356,0.9357277882797732,0.011342155009451797,0.007561436672967864,0.005671077504725898,0.003780718336483932
State_2,0.008035062089116142,0.008035062089116142,0.9810080350620891,0.0007304601899196494,0.0,0.002191380569758948
State_3,0.011741682974559686,0.009784735812133072,0.0,0.9784735812133072,0.0,0.0
State_4,0.0,0.021052631578947368,0.0,0.0,0.9473684210526315,0.031578947368421054
State_5,0.004975124378109453,0.009950248756218905,0.029850746268656716,0.0,0.004975124378109453,0.9502487562189055
