state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.07013646461440813,14.733333333333333,20,0.7366666666666667
state_1,0.0682323072040622,14.333333333333334,150,0.09555555555555556
state_2,0.1783560774357347,37.46666666666667,51,0.7346405228758169
state_3,0.07775309425579181,16.333333333333332,30,0.5444444444444444
state_4,0.18232307204062204,38.3,18,2.1277777777777778
state_5,0.1025071405902888,21.533333333333335,75,0.2871111111111111
state_6,0.13884481117105682,29.166666666666668,14,2.0833333333333335
state_7,0.010948905109489052,2.3,4,0.575
state_8,0.054903205331640746,11.533333333333333,24,0.4805555555555555
state_9,0.07918121231355126,16.633333333333333,37,0.4495495495495495
state_10,0.03681370993335449,7.733333333333333,17,0.4549019607843137
