,State_0,State_1,State_2,State_3,State_4
State_0,0.9180327868852459,0.0351288056206089,0.02810304449648712,0.00936768149882904,0.00936768149882904
State_1,0.005782435851102277,0.9938561619082038,0.0,0.0003614022406938923,0.0
State_2,0.007757404795486601,0.0,0.9901269393511989,0.0021156558533145277,0.0
State_3,0.00644122383252818,0.00322061191626409,0.00322061191626409,0.9871175523349437,0.0
State_4,0.023952095808383235,0.0,0.0,0.0,0.9760479041916168
