state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.046550445103857564,8.366666666666667,38,0.22017543859649125
state_1,0.08030415430267063,14.433333333333334,10,1.4433333333333331
state_2,0.1687685459940653,30.333333333333332,88,0.3446969696969697
state_3,0.05007418397626113,9.0,39,0.23076923076923078
state_4,0.020771513353115726,3.7333333333333334,25,0.14933333333333335
state_5,0.13761127596439168,24.733333333333334,32,0.7729166666666667
state_6,0.17025222551928784,30.6,97,0.3154639175257732
state_7,0.06824925816023739,12.266666666666667,60,0.20444444444444446
state_8,0.059903560830860535,10.766666666666667,130,0.08282051282051282
state_9,0.0331973293768546,5.966666666666667,30,0.1988888888888889
state_10,0.1123887240356083,20.2,8,2.525
state_11,0.05192878338278932,9.333333333333334,16,0.5833333333333334
