,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.848605577689243,0.0,0.01195219123505976,0.01195219123505976,0.00796812749003984,0.03187250996015936,0.04780876494023904,0.01195219123505976,0.01593625498007968,0.01195219123505976,0.0,0.0
State_1,0.0023148148148148147,0.9791666666666666,0.0,0.0,0.0,0.006944444444444444,0.004629629629629629,0.0,0.0023148148148148147,0.0,0.0,0.004629629629629629
State_2,0.004395604395604396,0.0,0.9032967032967033,0.0,0.001098901098901099,0.0,0.0,0.03406593406593406,0.05714285714285714,0.0,0.0,0.0
State_3,0.011111111111111112,0.003703703703703704,0.0,0.8555555555555555,0.007407407407407408,0.014814814814814815,0.014814814814814815,0.003703703703703704,0.025925925925925925,0.014814814814814815,0.011111111111111112,0.037037037037037035
State_4,0.0,0.0,0.0,0.008928571428571428,0.7767857142857143,0.0,0.008928571428571428,0.0,0.008928571428571428,0.19642857142857142,0.0,0.0
State_5,0.012129380053908356,0.004043126684636119,0.0,0.004043126684636119,0.0,0.9568733153638814,0.016172506738544475,0.0,0.0013477088948787063,0.0,0.0,0.005390835579514825
State_6,0.011982570806100218,0.004357298474945534,0.0,0.0054466230936819175,0.0,0.010893246187363835,0.8943355119825708,0.00980392156862745,0.05773420479302832,0.0,0.0054466230936819175,0.0
State_7,0.008152173913043478,0.0,0.08695652173913043,0.005434782608695652,0.0,0.0,0.03260869565217391,0.8369565217391305,0.029891304347826088,0.0,0.0,0.0
State_8,0.01238390092879257,0.0,0.15789473684210525,0.018575851393188854,0.0030959752321981426,0.006191950464396285,0.1609907120743034,0.04024767801857585,0.5975232198142415,0.0030959752321981426,0.0,0.0
State_9,0.0111731843575419,0.0,0.0111731843575419,0.03910614525139665,0.1005586592178771,0.0,0.0,0.00558659217877095,0.0,0.8324022346368715,0.0,0.0
State_10,0.0016501650165016502,0.0,0.0,0.0033003300330033004,0.0,0.0033003300330033004,0.0033003300330033004,0.0016501650165016502,0.0,0.0,0.9867986798679867,0.0
State_11,0.0,0.007142857142857143,0.0,0.03571428571428571,0.0035714285714285713,0.010714285714285714,0.0,0.0,0.0,0.0,0.0,0.9428571428571428
