state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.039041421996508494,8.2,81,0.10123456790123457
state_1,0.19441358514521503,40.833333333333336,49,0.8333333333333334
state_2,0.0839549277892398,17.633333333333333,17,1.0372549019607844
state_3,0.190445960958578,40.0,22,1.8181818181818181
state_4,0.1507697190922076,31.666666666666668,62,0.510752688172043
state_5,0.009046183145532455,1.9,6,0.31666666666666665
state_6,0.02015553086811617,4.233333333333333,46,0.09202898550724638
state_7,0.20234883351848912,42.5,25,1.7
state_8,0.07316299000158705,15.366666666666667,50,0.30733333333333335
state_9,0.03666084748452626,7.7,9,0.8555555555555556
