,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9
State_0,0.6707317073170732,0.0,0.0,0.0,0.04065040650406504,0.0040650406504065045,0.13414634146341464,0.028455284552845527,0.1016260162601626,0.02032520325203252
State_1,0.0008163265306122449,0.96,0.0,0.006530612244897959,0.027755102040816326,0.0,0.0,0.0008163265306122449,0.004081632653061225,0.0
State_2,0.0,0.0,0.9678638941398866,0.001890359168241966,0.0,0.003780718336483932,0.0,0.015122873345935728,0.011342155009451797,0.0
State_3,0.0,0.0075,0.0,0.9816666666666667,0.005833333333333334,0.0,0.0,0.004166666666666667,0.0,0.0008333333333333334
State_4,0.012644889357218124,0.03582718651211802,0.0,0.007376185458377239,0.9357218124341412,0.0,0.0,0.0,0.006322444678609062,0.002107481559536354
State_5,0.03508771929824561,0.0,0.03508771929824561,0.0,0.0,0.8947368421052632,0.03508771929824561,0.0,0.0,0.0
State_6,0.28346456692913385,0.0,0.0,0.0,0.0,0.015748031496062992,0.6377952755905512,0.015748031496062992,0.047244094488188976,0.0
State_7,0.005490196078431373,0.0,0.007058823529411765,0.002352941176470588,0.000784313725490196,0.000784313725490196,0.000784313725490196,0.9803921568627451,0.001568627450980392,0.000784313725490196
State_8,0.039045553145336226,0.013015184381778741,0.013015184381778741,0.006507592190889371,0.015184381778741865,0.0,0.019522776572668113,0.0021691973969631237,0.8915401301518439,0.0
State_9,0.021645021645021644,0.0,0.0,0.0,0.012987012987012988,0.0,0.004329004329004329,0.0,0.0,0.961038961038961
