,State_0,State_1,State_2,State_3
State_0,0.8785310734463276,0.0672316384180791,0.025423728813559324,0.0288135593220339
State_1,0.0516243880729862,0.9457053849577214,0.0013351134846461949,0.0013351134846461949
State_2,0.06739811912225706,0.001567398119122257,0.8981191222570533,0.032915360501567396
State_3,0.07472826086956522,0.002717391304347826,0.02309782608695652,0.8994565217391305
