,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9647058823529412,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026470588235294117,0.0029411764705882353
State_1,0.0,0.9260969976905312,0.0,0.0,0.0,0.053117782909930716,0.0023094688221709007,0.0,0.009237875288683603,0.0,0.0,0.009237875288683603
State_2,0.0027624309392265192,0.0,0.9640883977900553,0.019337016574585635,0.0,0.0,0.0027624309392265192,0.0027624309392265192,0.0,0.0,0.008287292817679558,0.0
State_3,0.002036659877800407,0.0,0.014256619144602852,0.8676171079429735,0.0,0.0,0.04480651731160896,0.016293279022403257,0.0,0.02240325865580448,0.028513238289205704,0.004073319755600814
State_4,0.0,0.0,0.0,0.002277904328018223,0.9749430523917996,0.0,0.002277904328018223,0.0,0.0,0.002277904328018223,0.0,0.018223234624145785
State_5,0.0007352941176470588,0.016911764705882352,0.0,0.0,0.0,0.9801470588235294,0.0,0.0,0.0,0.0,0.0,0.0022058823529411764
State_6,0.0,0.002570694087403599,0.0,0.04884318766066838,0.002570694087403599,0.0,0.8740359897172236,0.030848329048843187,0.0,0.02056555269922879,0.005141388174807198,0.015424164524421594
State_7,0.0,0.0,0.0020920502092050207,0.014644351464435146,0.0,0.0,0.02092050209205021,0.9100418410041841,0.0,0.0502092050209205,0.0020920502092050207,0.0
State_8,0.0,0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.9606299212598425,0.0,0.0,0.031496062992125984
State_9,0.0,0.0,0.002331002331002331,0.03496503496503497,0.006993006993006993,0.0,0.013986013986013986,0.05128205128205128,0.0,0.8671328671328671,0.016317016317016316,0.006993006993006993
State_10,0.05844155844155844,0.0,0.01948051948051948,0.09740259740259741,0.0,0.0,0.006493506493506494,0.0,0.0,0.05194805194805195,0.7532467532467533,0.012987012987012988
State_11,0.0,0.017994858611825194,0.0,0.002570694087403599,0.017994858611825194,0.010282776349614395,0.017994858611825194,0.0,0.002570694087403599,0.012853470437017995,0.002570694087403599,0.9151670951156813
