,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7
State_0,0.9557913351016799,0.0008841732979664014,0.0,0.01768346595932803,0.01237842617152962,0.0,0.008841732979664015,0.004420866489832007
State_1,0.003745318352059925,0.9101123595505618,0.026217228464419477,0.00749063670411985,0.00749063670411985,0.026217228464419477,0.00749063670411985,0.011235955056179775
State_2,0.0004438526409232135,0.0031069684864624943,0.9924545051043053,0.0,0.0,0.0,0.0,0.0039946737683089215
State_3,0.050746268656716415,0.0029850746268656717,0.0,0.7582089552238805,0.1253731343283582,0.0029850746268656717,0.04776119402985075,0.011940298507462687
State_4,0.03389830508474576,0.0,0.012711864406779662,0.0847457627118644,0.7966101694915254,0.0,0.05508474576271186,0.01694915254237288
State_5,0.0,0.12280701754385964,0.0,0.0,0.0,0.8596491228070176,0.017543859649122806,0.0
State_6,0.026052104208416832,0.008016032064128256,0.0,0.02404809619238477,0.050100200400801605,0.0,0.8817635270541082,0.01002004008016032
State_7,0.005319148936170213,0.010638297872340425,0.013297872340425532,0.015957446808510637,0.034574468085106384,0.0,0.010638297872340425,0.9095744680851063
