,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9087136929460581,0.008298755186721992,0.0,0.0,0.004149377593360996,0.012448132780082987,0.0,0.04979253112033195,0.0,0.008298755186721992,0.004149377593360996,0.004149377593360996
State_1,0.0034554250172771253,0.9903248099516241,0.0,0.0,0.002073255010366275,0.0,0.0,0.00414651002073255,0.0,0.0,0.0,0.0
State_2,0.0,0.0,0.9919064748201439,0.0,0.0,0.0,0.0,0.0,0.002697841726618705,0.002697841726618705,0.0,0.002697841726618705
State_3,0.0,0.0,0.0,0.9233576642335767,0.0,0.043795620437956206,0.0,0.0,0.0,0.0,0.021897810218978103,0.010948905109489052
State_4,0.0,0.00539568345323741,0.0,0.0,0.9406474820143885,0.0,0.0,0.014388489208633094,0.0035971223021582736,0.03597122302158273,0.0,0.0
State_5,0.004694835680751174,0.0,0.0,0.03755868544600939,0.0,0.7981220657276995,0.004694835680751174,0.07042253521126761,0.0,0.023474178403755867,0.046948356807511735,0.014084507042253521
State_6,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.8451327433628318,0.008849557522123894,0.008849557522123894,0.09734513274336283,0.004424778761061947,0.017699115044247787
State_7,0.024439918533604887,0.018329938900203666,0.0,0.0,0.012219959266802444,0.02240325865580448,0.006109979633401222,0.8472505091649695,0.006109979633401222,0.03054989816700611,0.028513238289205704,0.004073319755600814
State_8,0.008849557522123894,0.0,0.02654867256637168,0.0,0.017699115044247787,0.0,0.017699115044247787,0.017699115044247787,0.8849557522123894,0.02654867256637168,0.0,0.0
State_9,0.010309278350515464,0.0,0.005154639175257732,0.005154639175257732,0.10824742268041238,0.015463917525773196,0.12886597938144329,0.07731958762886598,0.015463917525773196,0.6185567010309279,0.005154639175257732,0.010309278350515464
State_10,0.003076923076923077,0.0,0.0,0.018461538461538463,0.0,0.03076923076923077,0.006153846153846154,0.04,0.0,0.003076923076923077,0.8861538461538462,0.012307692307692308
State_11,0.0,0.0,0.010050251256281407,0.02512562814070352,0.0,0.020100502512562814,0.010050251256281407,0.010050251256281407,0.0,0.01507537688442211,0.020100502512562814,0.8894472361809045
