state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.04469584569732938,8.033333333333333,22,0.36515151515151517
state_1,0.26836053412462907,48.233333333333334,14,3.4452380952380954
state_2,0.20641691394658754,37.1,10,3.71
state_3,0.0508160237388724,9.133333333333333,21,0.43492063492063493
state_4,0.10311572700296735,18.533333333333335,33,0.5616161616161616
state_5,0.03950296735905044,7.1,43,0.16511627906976745
state_6,0.04191394658753709,7.533333333333333,35,0.21523809523809526
state_7,0.09106083086053413,16.366666666666667,75,0.21822222222222223
state_8,0.020956973293768544,3.7666666666666666,13,0.2897435897435897
state_9,0.035979228486646884,6.466666666666667,74,0.08738738738738738
state_10,0.06027448071216617,10.833333333333334,37,0.2927927927927928
state_11,0.03690652818991098,6.633333333333334,22,0.3015151515151515
