,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
State_0,0.9606557377049181,0.0,0.0,0.003278688524590164,0.001639344262295082,0.003278688524590164,0.021311475409836064,0.004918032786885246,0.0,0.0,0.004918032786885246
State_1,0.0,0.9815126050420168,0.005042016806722689,0.0016806722689075631,0.0,0.0016806722689075631,0.0,0.0,0.005042016806722689,0.0,0.005042016806722689
State_2,0.0,0.005108556832694764,0.9897828863346104,0.0,0.0,0.0,0.0,0.001277139208173691,0.002554278416347382,0.001277139208173691,0.0
State_3,0.0030257186081694403,0.0,0.0,0.9818456883509834,0.0,0.0015128593040847202,0.0,0.0045385779122541605,0.006051437216338881,0.0,0.0030257186081694403
State_4,0.0,0.0,0.0,0.0,0.921875,0.0,0.0,0.015625,0.015625,0.046875,0.0
State_5,0.0015710919088766694,0.0015710919088766694,0.0,0.0,0.0,0.9913589945011784,0.0015710919088766694,0.003927729772191673,0.0,0.0,0.0
State_6,0.025688073394495414,0.0,0.0,0.0,0.0,0.003669724770642202,0.9669724770642202,0.0,0.0,0.0,0.003669724770642202
State_7,0.008278145695364239,0.0,0.0016556291390728477,0.004966887417218543,0.0016556291390728477,0.006622516556291391,0.0016556291390728477,0.8360927152317881,0.006622516556291391,0.10927152317880795,0.023178807947019868
State_8,0.0,0.0024937655860349127,0.007481296758104738,0.007481296758104738,0.004987531172069825,0.0024937655860349127,0.0,0.00997506234413965,0.9650872817955112,0.0,0.0
State_9,0.0,0.0,0.004484304932735426,0.0,0.004484304932735426,0.0,0.0,0.3094170403587444,0.0,0.6816143497757847,0.0
State_10,0.0018450184501845018,0.007380073800738007,0.0,0.0036900369003690036,0.0,0.0,0.0036900369003690036,0.025830258302583026,0.0,0.0018450184501845018,0.955719557195572
