state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.09679466835925103,20.333333333333332,24,0.8472222222222222
state_1,0.09441447159631863,19.833333333333332,11,1.8030303030303032
state_2,0.12424627102507141,26.1,8,3.2625
state_3,0.1048873373532212,22.033333333333335,12,1.8361111111111112
state_4,0.010155506188511583,2.1333333333333333,5,0.4266666666666667
state_5,0.2019993652808632,42.43333333333333,11,3.857575757575758
state_6,0.08648048238654396,18.166666666666668,18,1.0092592592592593
state_7,0.09600126943827357,20.166666666666668,100,0.20166666666666666
state_8,0.06363059346239289,13.366666666666667,14,0.9547619047619047
state_9,0.03538559187559505,7.433333333333334,71,0.10469483568075116
state_10,0.08600444303395748,18.066666666666666,24,0.7527777777777778
