,State_0,State_1,State_2,State_3,State_4
State_0,0.9585476550680787,0.02118003025718608,0.0,0.015128593040847202,0.005143721633888048
State_1,0.06573705179282868,0.8954183266932271,0.00099601593625498,0.008964143426294821,0.02888446215139442
State_2,0.0,0.0,0.9571917808219178,0.04280821917808219,0.0
State_3,0.05948372615039282,0.006734006734006734,0.028058361391694726,0.8888888888888888,0.016835016835016835
State_4,0.03474903474903475,0.055984555984555984,0.0,0.02895752895752896,0.8803088803088803
