,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9042357274401474,0.003683241252302026,0.01289134438305709,0.0,0.020257826887661142,0.001841620626151013,0.007366482504604052,0.016574585635359115,0.0055248618784530384,0.016574585635359115,0.0055248618784530384,0.0055248618784530384
State_1,0.008291873963515755,0.9701492537313433,0.0,0.004975124378109453,0.004975124378109453,0.0,0.004975124378109453,0.0,0.003316749585406302,0.0,0.003316749585406302,0.0
State_2,0.03859649122807018,0.0,0.9333333333333333,0.0,0.0,0.0035087719298245615,0.0,0.0,0.0,0.021052631578947368,0.0035087719298245615,0.0
State_3,0.001321003963011889,0.003963011889035667,0.0,0.9867899603698811,0.001321003963011889,0.0,0.005284015852047556,0.0,0.0,0.0,0.001321003963011889,0.0
State_4,0.00665335994677312,0.00332667997338656,0.0,0.0,0.9860279441117764,0.0,0.0013306719893546241,0.0,0.0006653359946773121,0.001996007984031936,0.0,0.0
State_5,0.0,0.0,0.015625,0.0,0.0,0.953125,0.0,0.03125,0.0,0.0,0.0,0.0
State_6,0.007575757575757576,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.007575757575757576,0.0,0.9318181818181818,0.007575757575757576,0.0,0.0,0.0,0.0
State_7,0.0297029702970297,0.0,0.0,0.009900990099009901,0.0,0.0049504950495049506,0.019801980198019802,0.9108910891089109,0.01485148514851485,0.0,0.0,0.009900990099009901
State_8,0.004576659038901602,0.004576659038901602,0.0,0.0,0.004576659038901602,0.0,0.0,0.006864988558352402,0.977116704805492,0.0,0.0,0.002288329519450801
State_9,0.015193370165745856,0.0,0.008287292817679558,0.0,0.0013812154696132596,0.0,0.0,0.0,0.0,0.9751381215469613,0.0,0.0
State_10,0.004149377593360996,0.004149377593360996,0.002074688796680498,0.0,0.002074688796680498,0.0,0.002074688796680498,0.0,0.0,0.0,0.9854771784232366,0.0
State_11,0.0045871559633027525,0.0,0.0,0.0022935779816513763,0.0,0.0,0.0,0.0045871559633027525,0.0022935779816513763,0.0,0.0,0.9862385321100917
