state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.08617679733375655,18.1,52,0.34807692307692306
state_1,0.09569909538168545,20.1,18,1.1166666666666667
state_2,0.045230915727662274,9.5,19,0.5
state_3,0.12013966037136962,25.233333333333334,10,2.5233333333333334
state_4,0.23853356610061896,50.1,21,2.3857142857142857
state_5,0.010157117917790826,2.1333333333333333,3,0.711111111111111
state_6,0.04189811141088716,8.8,18,0.4888888888888889
state_7,0.0320584034280273,6.733333333333333,18,0.37407407407407406
state_8,0.06935407078241548,14.566666666666666,10,1.4566666666666668
state_9,0.11490239644500873,24.133333333333333,18,1.3407407407407408
state_10,0.07649579431836216,16.066666666666666,7,2.2952380952380955
state_11,0.06935407078241548,14.566666666666666,7,2.080952380952381
