,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
State_0,0.8219584569732937,0.043521266073194856,0.040553907022749754,0.0,0.028684470820969338,0.002967359050445104,0.0,0.0,0.0,0.05934718100890208,0.002967359050445104
State_1,0.10538116591928251,0.5986547085201793,0.026905829596412557,0.10762331838565023,0.008968609865470852,0.01569506726457399,0.04932735426008968,0.02914798206278027,0.0,0.04932735426008968,0.008968609865470852
State_2,0.04738154613466334,0.018703241895261846,0.8566084788029925,0.0,0.0,0.0,0.048628428927680795,0.0012468827930174563,0.0024937655860349127,0.003740648379052369,0.02119700748129676
State_3,0.0,0.08865248226950355,0.0,0.8191489361702128,0.0035460992907801418,0.03723404255319149,0.03723404255319149,0.0017730496453900709,0.0017730496453900709,0.010638297872340425,0.0
State_4,0.06641366223908918,0.009487666034155597,0.0,0.0,0.8026565464895635,0.017077798861480076,0.0018975332068311196,0.0,0.003795066413662239,0.05313092979127135,0.04554079696394687
State_5,0.010948905109489052,0.021897810218978103,0.0,0.07664233576642336,0.025547445255474453,0.7846715328467153,0.014598540145985401,0.029197080291970802,0.0036496350364963502,0.025547445255474453,0.0072992700729927005
State_6,0.002070393374741201,0.037267080745341616,0.09523809523809523,0.049689440993788817,0.0,0.004140786749482402,0.7412008281573499,0.002070393374741201,0.002070393374741201,0.049689440993788817,0.016563146997929608
State_7,0.0,0.051094890510948905,0.0036496350364963502,0.0,0.0,0.032846715328467155,0.0072992700729927005,0.9051094890510949,0.0,0.0,0.0
State_8,0.0,0.0,0.02112676056338028,0.014084507042253521,0.014084507042253521,0.007042253521126761,0.014084507042253521,0.0,0.8732394366197183,0.014084507042253521,0.04225352112676056
State_9,0.085,0.04,0.0016666666666666668,0.011666666666666667,0.06333333333333334,0.011666666666666667,0.04,0.0016666666666666668,0.0033333333333333335,0.7383333333333333,0.0033333333333333335
State_10,0.018726591760299626,0.011235955056179775,0.04119850187265917,0.0,0.08614232209737828,0.0,0.033707865168539325,0.003745318352059925,0.033707865168539325,0.018726591760299626,0.7528089887640449
