state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.0948905109489051,19.933333333333334,43,0.4635658914728682
state_1,0.08203744842907014,17.233333333333334,10,1.7233333333333334
state_2,0.05807680101555062,12.2,133,0.09172932330827069
state_3,0.2897492859409711,60.86666666666667,85,0.716078431372549
state_4,0.04934941288479848,10.366666666666667,35,0.2961904761904762
state_5,0.053792446842272294,11.3,31,0.36451612903225805
state_6,0.12503966994604887,26.266666666666666,4,6.566666666666666
state_7,0.13725801332910187,28.833333333333332,17,1.696078431372549
state_8,0.0341161536020311,7.166666666666667,53,0.13522012578616352
state_9,0.011900983814662012,2.5,4,0.625
state_10,0.06378927324658838,13.4,36,0.3722222222222222
