,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
State_0,0.9280936454849499,0.005016722408026756,0.0016722408026755853,0.0016722408026755853,0.021739130434782608,0.013377926421404682,0.0016722408026755853,0.005016722408026756,0.0,0.0016722408026755853,0.020066889632107024
State_1,0.007736943907156673,0.9806576402321083,0.0,0.0,0.0038684719535783366,0.0,0.0,0.005802707930367505,0.0,0.0,0.0019342359767891683
State_2,0.00273224043715847,0.0,0.6366120218579235,0.21311475409836064,0.00273224043715847,0.0,0.0,0.0,0.1448087431693989,0.0,0.0
State_3,0.000547645125958379,0.0,0.04271631982475356,0.9534501642935378,0.0,0.000547645125958379,0.0,0.0016429353778751369,0.0,0.0,0.001095290251916758
State_4,0.02572347266881029,0.012861736334405145,0.003215434083601286,0.006430868167202572,0.887459807073955,0.028938906752411574,0.003215434083601286,0.01607717041800643,0.0,0.003215434083601286,0.012861736334405145
State_5,0.011799410029498525,0.0,0.0,0.0,0.02359882005899705,0.9085545722713865,0.0,0.0029498525073746312,0.0,0.0058997050147492625,0.0471976401179941
State_6,0.0012706480304955528,0.0,0.0,0.0,0.0012706480304955528,0.0,0.9961880559085133,0.0,0.0,0.0,0.0012706480304955528
State_7,0.006936416184971098,0.0023121387283236996,0.0,0.0023121387283236996,0.008092485549132947,0.0,0.0,0.9803468208092485,0.0,0.0,0.0
State_8,0.0,0.0,0.24651162790697675,0.0,0.0,0.0,0.0,0.0,0.7534883720930232,0.0,0.0
State_9,0.0,0.0,0.0,0.0,0.013333333333333334,0.04,0.0,0.0,0.0,0.9466666666666667,0.0
State_10,0.04477611940298507,0.0024875621890547263,0.0,0.004975124378109453,0.004975124378109453,0.022388059701492536,0.004975124378109453,0.004975124378109453,0.0,0.0,0.9104477611940298
