,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9861111111111112,0.0,0.0,0.0015432098765432098,0.0030864197530864196,0.0,0.0007716049382716049,0.0015432098765432098,0.0,0.0023148148148148147,0.004629629629629629,0.0
State_1,0.0,0.907103825136612,0.0,0.01092896174863388,0.0,0.04371584699453552,0.00546448087431694,0.0,0.0,0.0273224043715847,0.0,0.00546448087431694
State_2,0.0,0.0,0.8339350180505415,0.10108303249097472,0.0,0.02888086642599278,0.0,0.0036101083032490976,0.010830324909747292,0.01444043321299639,0.007220216606498195,0.0
State_3,0.0028957528957528956,0.0019305019305019305,0.027992277992277992,0.9478764478764479,0.0,0.0028957528957528956,0.0,0.0009652509652509653,0.0019305019305019305,0.003861003861003861,0.009652509652509652,0.0
State_4,0.016736401673640166,0.0,0.0,0.0,0.9665271966527197,0.0,0.0,0.0,0.0,0.008368200836820083,0.008368200836820083,0.0
State_5,0.0,0.016853932584269662,0.028089887640449437,0.019662921348314606,0.0028089887640449437,0.7640449438202247,0.0,0.13764044943820225,0.016853932584269662,0.008426966292134831,0.0056179775280898875,0.0
State_6,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.8933333333333333,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.0,0.04
State_7,0.0058997050147492625,0.0,0.0029498525073746312,0.0,0.0,0.15339233038348082,0.0,0.7935103244837758,0.008849557522123894,0.032448377581120944,0.0029498525073746312,0.0
State_8,0.0,0.0,0.009615384615384616,0.0,0.0,0.03365384615384615,0.004807692307692308,0.009615384615384616,0.9182692307692307,0.009615384615384616,0.014423076923076924,0.0
State_9,0.006968641114982578,0.0313588850174216,0.010452961672473868,0.013937282229965157,0.003484320557491289,0.017421602787456445,0.003484320557491289,0.041811846689895474,0.0,0.8710801393728222,0.0,0.0
State_10,0.0058309037900874635,0.0,0.0009718172983479105,0.010689990281827016,0.001943634596695821,0.0009718172983479105,0.0009718172983479105,0.001943634596695821,0.0009718172983479105,0.0009718172983479105,0.9747327502429544,0.0
State_11,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.0,0.015384615384615385,0.0,0.9384615384615385
