,State_0,State_1,State_2,State_3,State_4,State_5
State_0,0.960308710033076,0.016538037486218304,0.004410143329658214,0.012127894156560088,0.004410143329658214,0.002205071664829107
State_1,0.009894459102902375,0.9373350923482849,0.033641160949868076,0.005936675461741424,0.009234828496042216,0.00395778364116095
State_2,0.002654867256637168,0.04424778761061947,0.9442477876106194,0.005309734513274336,0.0017699115044247787,0.0017699115044247787
State_3,0.008135168961201502,0.0050062578222778474,0.0031289111389236545,0.983729662077597,0.0,0.0
State_4,0.0029910269192422734,0.015952143569292122,0.0009970089730807576,0.0,0.9800598205383848,0.0
State_5,0.0136986301369863,0.03424657534246575,0.02054794520547945,0.0,0.0,0.9315068493150684
