,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8
State_0,0.9439655172413793,0.0,0.010775862068965518,0.0,0.0,0.00646551724137931,0.0,0.03879310344827586,0.0
State_1,0.0,0.9976293954958514,0.0015804030027657052,0.0003951007506914263,0.0003951007506914263,0.0,0.0,0.0,0.0
State_2,0.0070921985815602835,0.0070921985815602835,0.933806146572104,0.018912529550827423,0.0,0.004728132387706856,0.01182033096926714,0.002364066193853428,0.014184397163120567
State_3,0.0004935834155972359,0.0009871668311944718,0.003948667324777887,0.9930898321816387,0.0,0.0,0.0014807502467917078,0.0,0.0
State_4,0.0,0.0,0.0,0.0,0.987012987012987,0.0,0.012987012987012988,0.0,0.0
State_5,0.014018691588785047,0.0,0.004672897196261682,0.0,0.0,0.9766355140186916,0.0,0.004672897196261682,0.0
State_6,0.0,0.0056179775280898875,0.02247191011235955,0.028089887640449437,0.0,0.0,0.9438202247191011,0.0,0.0
State_7,0.11688311688311688,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.8701298701298701,0.0
State_8,0.004291845493562232,0.0,0.017167381974248927,0.0,0.0,0.0,0.004291845493562232,0.0,0.9742489270386266
