,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9590163934426229,0.0,0.020491803278688523,0.0,0.0,0.004098360655737705,0.0,0.0,0.004098360655737705,0.012295081967213115,0.0,0.0
State_1,0.0,0.978515625,0.0,0.0,0.0,0.0006510416666666666,0.0006510416666666666,0.0,0.0026041666666666665,0.0,0.017578125,0.0
State_2,0.014792899408284023,0.0,0.9289940828402367,0.0,0.0,0.0,0.0,0.0029585798816568047,0.005917159763313609,0.0,0.0,0.047337278106508875
State_3,0.0,0.0,0.0,0.8560606060606061,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.13636363636363635,0.0
State_4,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0
State_5,0.007692307692307693,0.0,0.0,0.0,0.007692307692307693,0.9461538461538461,0.0,0.007692307692307693,0.03076923076923077,0.0,0.0,0.0
State_6,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.9615384615384616,0.005494505494505495,0.01098901098901099,0.0,0.016483516483516484,0.0
State_7,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216,0.8913043478260869,0.021739130434782608,0.0,0.0,0.0
State_8,0.010714285714285714,0.007142857142857143,0.010714285714285714,0.007142857142857143,0.0,0.014285714285714285,0.010714285714285714,0.0,0.9285714285714286,0.0,0.007142857142857143,0.0035714285714285713
State_9,0.002183406113537118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890829694323144,0.004366812227074236,0.004366812227074236
State_10,0.0,0.10638297872340426,0.0035460992907801418,0.12056737588652482,0.0,0.0,0.0035460992907801418,0.0,0.0070921985815602835,0.0070921985815602835,0.75177304964539,0.0
State_11,0.0,0.0,0.009380863039399626,0.0,0.0,0.0006253908692933083,0.0,0.0,0.0012507817385866166,0.0006253908692933083,0.0,0.9881175734834271
