state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.04526061955110369,8.133333333333333,10,0.8133333333333332
state_1,0.2849193099610462,51.2,33,1.5515151515151515
state_2,0.06269708773882397,11.266666666666667,24,0.46944444444444444
state_3,0.04897050639955482,8.8,38,0.23157894736842105
state_4,0.005750324615099239,1.0333333333333334,2,0.5166666666666667
state_5,0.024114264514932295,4.333333333333333,7,0.6190476190476191
state_6,0.03375997032090521,6.066666666666666,7,0.8666666666666667
state_7,0.008532739751437582,1.5333333333333334,5,0.30666666666666664
state_8,0.051938415878315713,9.333333333333334,20,0.4666666666666667
state_9,0.08514190317195326,15.3,6,2.55
state_10,0.05230940456316082,9.4,70,0.13428571428571429
state_11,0.29660545353366724,53.3,19,2.805263157894737
