,State_0,State_1,State_2,State_3,State_4,State_5
State_0,0.846027397260274,0.019178082191780823,0.08931506849315068,0.04328767123287671,0.000547945205479452,0.0016438356164383563
State_1,0.028906955736224028,0.8753387533875339,0.06142728093947606,0.01987353206865402,0.008130081300813009,0.006323396567299007
State_2,0.12318286151491967,0.05508798775822494,0.7459831675592961,0.05814843152257077,0.0,0.017597551644988524
State_3,0.06173780487804878,0.012195121951219513,0.0586890243902439,0.8414634146341463,0.0,0.025914634146341462
State_4,0.005714285714285714,0.025714285714285714,0.0,0.0,0.9685714285714285,0.0
State_5,0.012531328320802004,0.017543859649122806,0.06015037593984962,0.07769423558897243,0.0,0.8320802005012531
