state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.05696604252618216,11.966666666666667,33,0.36262626262626263
state_1,0.16153602031101238,33.93333333333333,73,0.4648401826484018
state_2,0.07235798159314503,15.2,31,0.49032258064516127
state_3,0.1071088543319581,22.5,8,2.8125
state_4,0.07124722310377658,14.966666666666667,11,1.3606060606060606
state_5,0.1147254839733418,24.1,36,0.6694444444444444
state_6,0.055696604252618215,11.7,26,0.45
state_7,0.021739130434782608,4.566666666666666,6,0.7611111111111111
state_8,0.1264677880038083,26.566666666666666,37,0.718018018018018
state_9,0.07775309425579181,16.333333333333332,2,8.166666666666666
state_10,0.04268486194858775,8.966666666666667,45,0.19925925925925927
state_11,0.09171691526499524,19.266666666666666,24,0.8027777777777777
