,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9080779944289693,0.06406685236768803,0.008356545961002786,0.0,0.0,0.013927576601671309,0.0,0.002785515320334262,0.0,0.0,0.002785515320334262,0.0
State_1,0.01669941060903733,0.9282907662082515,0.010805500982318271,0.0,0.0009823182711198428,0.010805500982318271,0.0,0.0009823182711198428,0.015717092337917484,0.0,0.0009823182711198428,0.014734774066797643
State_2,0.0021929824561403508,0.019736842105263157,0.9320175438596491,0.0,0.0043859649122807015,0.02412280701754386,0.0,0.0,0.0021929824561403508,0.0021929824561403508,0.010964912280701754,0.0021929824561403508
State_3,0.0,0.0,0.0,0.9896142433234422,0.0,0.0,0.001483679525222552,0.001483679525222552,0.001483679525222552,0.0,0.001483679525222552,0.004451038575667656
State_4,0.0,0.0022271714922048997,0.008908685968819599,0.0,0.9755011135857461,0.0,0.0,0.0,0.011135857461024499,0.0,0.0022271714922048997,0.0
State_5,0.019363762102351315,0.013831258644536652,0.006915629322268326,0.0,0.0,0.950207468879668,0.0,0.0013831258644536654,0.004149377593360996,0.0013831258644536654,0.0013831258644536654,0.0013831258644536654
State_6,0.0,0.0,0.0,0.005698005698005698,0.0,0.0,0.9259259259259259,0.0,0.0,0.0,0.06552706552706553,0.002849002849002849
State_7,0.0,0.0,0.0,0.0,0.0,0.021897810218978103,0.0,0.9562043795620438,0.0,0.0,0.021897810218978103,0.0
State_8,0.0,0.01631116687578419,0.0037641154328732747,0.0012547051442910915,0.0075282308657465494,0.0037641154328732747,0.0,0.0,0.9535759096612296,0.0,0.011292346298619825,0.002509410288582183
State_9,0.0,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9959183673469387,0.0,0.0
State_10,0.0037174721189591076,0.007434944237918215,0.011152416356877323,0.0037174721189591076,0.007434944237918215,0.0,0.09293680297397769,0.007434944237918215,0.02973977695167286,0.0,0.8327137546468402,0.0037174721189591076
State_11,0.0,0.02249134948096886,0.0034602076124567475,0.006920415224913495,0.0,0.0034602076124567475,0.0,0.0,0.005190311418685121,0.0,0.0,0.9584775086505191
