start_frame,end_frame,duration_sec,mean_score
123,124,0.03333333333333333,1.2129528522491455
133,136,0.1,1.0062843561172485
268,269,0.03333333333333333,0.9889384508132935
271,272,0.03333333333333333,1.8534951210021973
277,279,0.06666666666666667,1.4671279191970825
402,403,0.03333333333333333,1.2795097827911377
445,449,0.13333333333333333,1.8453145027160645
491,492,0.03333333333333333,0.8139862418174744
517,518,0.03333333333333333,1.4490386247634888
715,718,0.1,1.194926142692566
723,727,0.13333333333333333,1.6743764877319336
731,732,0.03333333333333333,0.8369565606117249
733,734,0.03333333333333333,1.0908862352371216
767,768,0.03333333333333333,1.0039117336273193
868,869,0.03333333333333333,0.9200083017349243
883,886,0.1,1.1948126554489136
1040,1041,0.03333333333333333,0.9517101645469666
1126,1127,0.03333333333333333,0.9483911991119385
1128,1129,0.03333333333333333,1.0197268724441528
1130,1131,0.03333333333333333,0.8746210336685181
1161,1163,0.06666666666666667,0.8542152643203735
1224,1225,0.03333333333333333,1.142922282218933
1229,1230,0.03333333333333333,0.9067163467407227
1232,1233,0.03333333333333333,0.9766565561294556
1239,1240,0.03333333333333333,0.865017294883728
1249,1250,0.03333333333333333,0.9850492477416992
1252,1255,0.1,1.0098894834518433
1257,1265,0.26666666666666666,1.158124566078186
1304,1306,0.06666666666666667,1.4565343856811523
1307,1309,0.06666666666666667,1.1692092418670654
1317,1323,0.2,1.4470911026000977
1443,1448,0.16666666666666666,1.3218456506729126
1453,1455,0.06666666666666667,1.363647222518921
1499,1502,0.1,0.9230720400810242
1604,1605,0.03333333333333333,1.3210688829421997
1692,1706,0.4666666666666667,1.5188350677490234
1796,1800,0.13333333333333333,0.9945902824401855
1919,1920,0.03333333333333333,1.3133753538131714
1935,1938,0.1,1.0436480045318604
2064,2065,0.03333333333333333,1.0803781747817993
2184,2186,0.06666666666666667,1.3946470022201538
2187,2188,0.03333333333333333,1.9483236074447632
2242,2244,0.06666666666666667,1.0443353652954102
2363,2367,0.13333333333333333,0.9685429930686951
2408,2409,0.03333333333333333,1.2619266510009766
2419,2422,0.1,1.1746717691421509
2433,2434,0.03333333333333333,1.1809366941452026
2446,2447,0.03333333333333333,1.200411319732666
2534,2535,0.03333333333333333,0.9665653705596924
2580,2581,0.03333333333333333,1.080973744392395
2600,2606,0.2,0.9994381070137024
2607,2613,0.2,1.1501272916793823
2686,2687,0.03333333333333333,1.382641315460205
2740,2741,0.03333333333333333,1.0233879089355469
2779,2782,0.1,0.8345091342926025
2796,2800,0.13333333333333333,1.2066818475723267
2807,2809,0.06666666666666667,1.6571882963180542
2896,2897,0.03333333333333333,0.9921154379844666
2899,2900,0.03333333333333333,1.1027811765670776
2912,2913,0.03333333333333333,1.0519922971725464
3530,3532,0.06666666666666667,0.9375022649765015
3536,3537,0.03333333333333333,0.9753517508506775
3631,3632,0.03333333333333333,0.9045960307121277
3638,3639,0.03333333333333333,1.3080544471740723
3718,3719,0.03333333333333333,1.1251636743545532
3720,3721,0.03333333333333333,0.8133689165115356
3758,3764,0.2,1.3824304342269897
3766,3769,0.1,1.0552171468734741
3779,3780,0.03333333333333333,0.8913944363594055
3818,3819,0.03333333333333333,1.1019073724746704
3909,3914,0.16666666666666666,1.1407541036605835
3972,3973,0.03333333333333333,0.9184862971305847
3974,3975,0.03333333333333333,2.0898680686950684
3980,3981,0.03333333333333333,1.347808599472046
4026,4027,0.03333333333333333,1.3749966621398926
4054,4055,0.03333333333333333,0.9051734209060669
4068,4070,0.06666666666666667,0.8359090089797974
4223,4224,0.03333333333333333,1.1786702871322632
4530,4534,0.13333333333333333,0.9640178680419922
4566,4567,0.03333333333333333,1.0529590845108032
4605,4608,0.1,1.5935702323913574
4621,4622,0.03333333333333333,1.4291622638702393
4623,4625,0.06666666666666667,1.2518645524978638
4695,4696,0.03333333333333333,0.8229125738143921
4697,4698,0.03333333333333333,0.8796527981758118
4735,4736,0.03333333333333333,1.0438640117645264
4738,4740,0.06666666666666667,1.007150650024414
4792,4796,0.13333333333333333,1.2197608947753906
4799,4801,0.06666666666666667,1.5957767963409424
4803,4804,0.03333333333333333,0.8055770993232727
4815,4816,0.03333333333333333,1.7962756156921387
4822,4823,0.03333333333333333,0.8799968361854553
4824,4825,0.03333333333333333,1.626098871231079
4826,4827,0.03333333333333333,1.1580487489700317
4831,4832,0.03333333333333333,1.1016474962234497
4833,4836,0.1,1.0221418142318726
4837,4838,0.03333333333333333,1.6952255964279175
4839,4841,0.06666666666666667,1.0175981521606445
4868,4870,0.06666666666666667,1.0012062788009644
4874,4877,0.1,1.0229142904281616
4880,4882,0.06666666666666667,0.8319721221923828
4966,4968,0.06666666666666667,1.3273653984069824
4971,4972,0.03333333333333333,1.2839343547821045
4974,4975,0.03333333333333333,0.9993113875389099
4976,4978,0.06666666666666667,1.1119306087493896
4981,4982,0.03333333333333333,1.1801457405090332
4985,4988,0.1,0.9568650722503662
4990,4996,0.2,1.322987675666809
5012,5013,0.03333333333333333,0.9589621424674988
5014,5015,0.03333333333333333,0.8839244246482849
5021,5022,0.03333333333333333,1.2990764379501343
5209,5211,0.06666666666666667,0.9245496392250061
5228,5230,0.06666666666666667,0.9683375954627991
5372,5373,0.03333333333333333,1.0615919828414917
5376,5378,0.06666666666666667,1.0440936088562012
5408,5414,0.2,2.1193013191223145
5424,5426,0.06666666666666667,0.8664332628250122
5428,5429,0.03333333333333333,0.9701944589614868
5431,5432,0.03333333333333333,1.2783703804016113
5435,5437,0.06666666666666667,0.9274937510490417
5438,5439,0.03333333333333333,1.3153808116912842
