state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.06306807642366907,11.333333333333334,30,0.3777777777777778
state_1,0.11389352624744946,20.466666666666665,63,0.32486772486772486
state_2,0.17955852346503431,32.266666666666666,3,10.755555555555556
state_3,0.12687813021702837,22.8,62,0.367741935483871
state_4,0.10109441662029309,18.166666666666668,64,0.2838541666666667
state_5,0.03264700426636988,5.866666666666666,32,0.18333333333333332
state_6,0.06937488406603598,12.466666666666667,41,0.30406504065040646
state_7,0.1305880170654795,23.466666666666665,71,0.3305164319248826
state_8,0.05768874049341495,10.366666666666667,28,0.37023809523809526
state_9,0.12520868113522537,22.5,19,1.1842105263157896
