,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11
State_0,0.9929245283018868,0.0,0.0011792452830188679,0.0,0.0011792452830188679,0.0,0.0011792452830188679,0.0023584905660377358,0.0011792452830188679,0.0,0.0,0.0
State_1,0.0,0.8741092636579573,0.0,0.0023752969121140144,0.0,0.0011876484560570072,0.12232779097387174,0.0,0.0,0.0,0.0,0.0
State_2,0.0,0.0,0.9694189602446484,0.0,0.0030581039755351682,0.0,0.019877675840978593,0.0015290519877675841,0.0045871559633027525,0.0015290519877675841,0.0,0.0
State_3,0.0,0.007481296758104738,0.0,0.970074812967581,0.0,0.00997506234413965,0.0,0.0,0.012468827930174564,0.0,0.0,0.0
State_4,0.0014492753623188406,0.0,0.002898550724637681,0.0,0.9782608695652174,0.0,0.0014492753623188406,0.0014492753623188406,0.014492753623188406,0.0,0.0,0.0
State_5,0.005434782608695652,0.010869565217391304,0.010869565217391304,0.016304347826086956,0.0,0.9021739130434783,0.0,0.02717391304347826,0.005434782608695652,0.0,0.016304347826086956,0.005434782608695652
State_6,0.0,0.11689814814814815,0.01273148148148148,0.0,0.0023148148148148147,0.003472222222222222,0.8576388888888888,0.0023148148148148147,0.0023148148148148147,0.0011574074074074073,0.0011574074074074073,0.0
State_7,0.004166666666666667,0.0,0.0020833333333333333,0.0,0.0,0.010416666666666666,0.004166666666666667,0.9708333333333333,0.0020833333333333333,0.00625,0.0,0.0
State_8,0.0042643923240938165,0.0,0.0042643923240938165,0.01279317697228145,0.021321961620469083,0.0021321961620469083,0.0042643923240938165,0.0,0.9488272921108742,0.0021321961620469083,0.0,0.0
State_9,0.0,0.0,0.0019646365422396855,0.0,0.0,0.0,0.0,0.005893909626719057,0.0019646365422396855,0.9803536345776032,0.0,0.009823182711198428
State_10,0.0,0.0,0.0,0.0,0.0,0.057971014492753624,0.0,0.0,0.0,0.0,0.9420289855072463,0.0
State_11,0.0,0.0,0.0,0.0,0.0,0.0,0.003436426116838488,0.0,0.0,0.013745704467353952,0.0,0.9828178694158075
