,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
State_0,0.935064935064935,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.05194805194805195
State_1,0.0,0.8317307692307693,0.0,0.02403846153846154,0.04807692307692308,0.016025641025641024,0.004807692307692308,0.0,0.003205128205128205,0.0,0.07211538461538461
State_2,0.0,0.0018975332068311196,0.8444022770398482,0.009487666034155597,0.0,0.020872865275142316,0.0056925996204933585,0.03415559772296015,0.0,0.04743833017077799,0.036053130929791274
State_3,0.0024691358024691358,0.037037037037037035,0.01728395061728395,0.9135802469135802,0.0049382716049382715,0.0,0.0,0.0024691358024691358,0.0049382716049382715,0.0,0.01728395061728395
State_4,0.0,0.02577710386656558,0.0,0.003032600454890068,0.9317664897649734,0.027293404094010616,0.0,0.0,0.000758150113722517,0.0,0.011372251705837756
State_5,0.0,0.020761245674740483,0.020761245674740483,0.0017301038062283738,0.058823529411764705,0.8858131487889274,0.0,0.0017301038062283738,0.005190311418685121,0.0,0.005190311418685121
State_6,0.0,0.012987012987012988,0.008658008658008658,0.0,0.0,0.0,0.9004329004329005,0.0,0.0,0.008658008658008658,0.06926406926406926
State_7,0.0,0.0,0.03054989816700611,0.002036659877800407,0.0,0.006109979633401222,0.0,0.955193482688391,0.0,0.002036659877800407,0.004073319755600814
State_8,0.0,0.0,0.004,0.004,0.02,0.016,0.0,0.0,0.956,0.0,0.0
State_9,0.0,0.0,0.07492795389048991,0.0,0.0,0.0,0.0,0.0,0.0,0.9048991354466859,0.020172910662824207
State_10,0.03617571059431524,0.10335917312661498,0.04909560723514212,0.015503875968992248,0.04909560723514212,0.007751937984496124,0.04392764857881137,0.002583979328165375,0.007751937984496124,0.0103359173126615,0.6744186046511628
