state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.04284919309961046,7.7,15,0.5133333333333333
state_1,0.11574846967167501,20.8,105,0.1980952380952381
state_2,0.09775551845668708,17.566666666666666,82,0.21422764227642277
state_3,0.07512520868113523,13.5,35,0.38571428571428573
state_4,0.2446670376553515,43.96666666666667,90,0.4885185185185185
state_5,0.10740122426266,19.3,67,0.28805970149253735
state_6,0.04284919309961046,7.7,23,0.33478260869565213
state_7,0.09107772212947506,16.366666666666667,22,0.7439393939393939
state_8,0.04637358560563903,8.333333333333334,11,0.7575757575757576
state_9,0.06436653682062697,11.566666666666666,33,0.35050505050505054
state_10,0.07178631051752922,12.9,126,0.10238095238095239
