,State_0,State_1,State_2,State_3,State_4,State_5,State_6
State_0,0.9083585095669687,0.011413225914736489,0.0,0.013091641490433032,0.0016784155756965425,0.06008727760993622,0.005370929842228936
State_1,0.0675422138836773,0.8611632270168855,0.02626641651031895,0.013133208255159476,0.005628517823639775,0.02626641651031895,0.0
State_2,0.0,0.012681159420289856,0.9538043478260869,0.0009057971014492754,0.0,0.03260869565217391,0.0
State_3,0.11838006230529595,0.024922118380062305,0.0,0.7601246105919003,0.012461059190031152,0.07476635514018691,0.009345794392523364
State_4,0.030973451327433628,0.004424778761061947,0.0,0.017699115044247787,0.9380530973451328,0.008849557522123894,0.0
State_5,0.1680830972615675,0.015108593012275733,0.03493862134088763,0.019830028328611898,0.0018885741265344666,0.7563739376770539,0.003777148253068933
State_6,0.189873417721519,0.0,0.0,0.06329113924050633,0.0,0.0379746835443038,0.7088607594936709
