,State_0,State_1,State_2
State_0,0.8827433628318584,0.10176991150442478,0.015486725663716814
State_1,0.0177027583367641,0.9370111156854672,0.045286125977768626
State_2,0.0029239766081871343,0.03128654970760234,0.9657894736842105
