,State_0,State_1,State_2,State_3,State_4
State_0,0.9207708779443254,0.01284796573875803,0.008565310492505354,0.0021413276231263384,0.055674518201284794
State_1,0.008032128514056224,0.8473895582329317,0.04417670682730924,0.04919678714859438,0.05120481927710843
State_2,0.0022988505747126436,0.02471264367816092,0.960919540229885,0.007471264367816092,0.004597701149425287
State_3,0.0019212295869356388,0.04514889529298751,0.013448607108549471,0.9394812680115274,0.0
State_4,0.019197207678883072,0.049738219895287955,0.005235602094240838,0.0,0.9258289703315882
