,State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9
State_0,0.8905775075987842,0.0,0.016210739614994935,0.0010131712259371835,0.08206686930091185,0.0,0.005065856129685917,0.0,0.00303951367781155,0.002026342451874367
State_1,0.0,0.9373134328358209,0.0,0.04776119402985075,0.0,0.0,0.004477611940298508,0.0029850746268656717,0.0,0.007462686567164179
State_2,0.016412661195779603,0.0,0.8604923798358733,0.007033997655334115,0.04806565064478312,0.0,0.04806565064478312,0.007033997655334115,0.0011723329425556857,0.011723329425556858
State_3,0.0,0.12184873949579832,0.025210084033613446,0.6176470588235294,0.012605042016806723,0.14705882352941177,0.029411764705882353,0.008403361344537815,0.01680672268907563,0.02100840336134454
State_4,0.07765151515151515,0.0,0.035037878787878785,0.004734848484848485,0.8570075757575758,0.0,0.016098484848484848,0.001893939393939394,0.006628787878787879,0.000946969696969697
State_5,0.0,0.0,0.0,0.0948509485094851,0.0,0.9024390243902439,0.0027100271002710027,0.0,0.0,0.0
State_6,0.024242424242424242,0.015151515151515152,0.13333333333333333,0.012121212121212121,0.04242424242424243,0.0030303030303030303,0.6272727272727273,0.10606060606060606,0.01818181818181818,0.01818181818181818
State_7,0.0,0.011267605633802818,0.016901408450704224,0.0,0.008450704225352112,0.0,0.09859154929577464,0.8338028169014085,0.016901408450704224,0.014084507042253521
State_8,0.003257328990228013,0.0,0.006514657980456026,0.016286644951140065,0.02280130293159609,0.0,0.019543973941368076,0.019543973941368076,0.9087947882736156,0.003257328990228013
State_9,0.013333333333333334,0.017777777777777778,0.035555555555555556,0.017777777777777778,0.008888888888888889,0.0,0.03111111111111111,0.02666666666666667,0.0044444444444444444,0.8444444444444444
