state,occurrence_rate,total_duration_sec,n_bouts,mean_bout_duration_sec
state_0,0.18308291597106288,32.9,108,0.30462962962962964
state_1,0.12428120942311259,22.333333333333332,42,0.5317460317460317
state_2,0.15822667408644037,28.433333333333334,119,0.2389355742296919
state_3,0.04433314783899091,7.966666666666667,92,0.08659420289855073
state_4,0.19588202559821927,35.2,151,0.23311258278145697
state_5,0.06844741235392321,12.3,36,0.3416666666666667
state_6,0.06121313299944352,11.0,123,0.08943089430894309
state_7,0.06585049156000743,11.833333333333334,59,0.20056497175141244
state_8,0.05694676312372473,10.233333333333333,28,0.36547619047619045
state_9,0.041736227045075125,7.5,35,0.2142857142857143
